,identificatie,adres,locatie,status_id,status_omschrijving,vervaldatum,merk_id,merk_omschrijving,xmuurvlak,ymuurvlak,windrichting,bouwblok_code,hoogte_tov_nap,datum,peilmerknummer,geometrie,publiceerbaar
477,26089010,,Keizersgracht 54,1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,-16.0,5.0,ZO,YE14,3.2789,1999-06-01,,POINT (121030.8 487953.7),J
478,26089011,Keizersgracht 54,(linker bouwmuur),1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,7.0,34.0,ZO,YE14,3.5438,1999-06-01,,POINT (121028.1 487948.9),J
479,26089016,Korte Prinsengracht 13A-C,(rechter bouwmuur),1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,-8.0,94.0,NW,YE04,3.0306,1999-06-01,,POINT (121140.5 488321.1),J
480,26089017,,Haarlemmer Houttuinen 11,1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,-6.0,119.0,N,YE05,3.3129,1999-06-01,,POINT (121315.2 488189.6),J
481,26089018,,Haarlemmer Houttuinen 11,1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,6.0,109.0,N,YE05,3.1238,1999-06-01,,POINT (121319.0 488186.3),J
482,26089019,Herengracht 82,hoek Herenstraat,1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,4.0,39.0,NO,YE23,2.2266,1999-06-01,,POINT (121111.2 487788.0),J
483,26089020,Nieuwezijds Voorburgwal 48,(Hotel ;rechter bouwmuur),1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,4.0,133.0,ZO,YB22,2.3882,1999-06-01,,POINT (121405.0 487753.2),J
484,26089021,,"Tuinstraat 52A-D (waarschijnlijk in linker bouwmmuur, zie ook 26089026)",1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,-15.0,23.0,Z,YJ35,0.9632,2000-06-01,,POINT (120747.3 487853.0),J
485,26089022,Herengracht 34,,3,Vervallen,2005-04-01,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,,,,YE15,1.5617,2000-06-01,,POINT (121195.7 487936.7),J
486,26089023,,Tuinstraat 9A,1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,39.0,10.0,N,YJ39,0.8985,2000-06-01,,POINT (120812.5 487869.3),J
487,26089024,Palmgracht 85/97,,1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,0.0,0.0,N,YJ04,0.6726,2000-06-01,,POINT (120611.7 488328.6),J
488,26089025,Haarlemmer Houttuinen 437,(zijgevel),1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,-7.0,15.0,NW,YH35,2.5906,2000-06-01,,POINT (120973.9 488463.0),J
489,26180003,Rond koperen boutje in marmeren steen in ZO-brugvleugel van,de Haringpakkersbrug in de Prins Hendrikkade over de Singel,1,Actueel,,2,Kleine ronde bout,-3506.0,174.0,W,,2.6393,1974-01-01,26180003,POINT (121481.3 488041.4),J
490,42589000,Ooster Ringdijk 60,(ref.punt gemaal Sloten 3605),1,Actueel,,0,Ronde bout met opschrift NAP,-317.0,24.0,N,,-4.0395,1999-06-01,,POINT (126081.8 485418.6),J
491,22080003,Kometensingel 150,(y = onder onderkant gemetselde rollaag; R.K.-pastorie),1,Actueel,,1,Ronde bout of althans aan de bovenzijde ronde bout zonder opschrift of met opschrift anders dan NAP,40.0,60.0,Z,,-1.3836,1952-01-01,22080003,POINT (121110.0 492040.0),J
492,22080007,Kometensingel 52 in gevel to Kometensingel 57,"Basisschool ""De Singel""(x = rechts van de poortmuur)",1,Actueel,,1,Ronde bout of althans aan de bovenzijde ronde bout zonder opschrift of met opschrift anders dan NAP,308.0,40.0,NW,,-1.9302,1952-01-01,22080007,POINT (121430.0 491980.0),J
493,22080014,Meteorenweg 129.,,3,Vervallen,2008-07-08,0,Ronde bout met opschrift NAP,64.0,19.0,NO,,-1.9127,1991-10-01,22080014,POINT (120935.7 491721.5),J
494,22080015,Meteorenweg 76,"gevel Aldebaranstraat
",1,Actueel,,1,Ronde bout of althans aan de bovenzijde ronde bout zonder opschrift of met opschrift anders dan NAP,8.0,-51.0,ZO,,-1.9378,1999-06-01,22080015,POINT (121201.7 491557.1),J
495,22080016,Aldebaranstraat 55,(naast regenpijp),1,Actueel,,1,Ronde bout of althans aan de bovenzijde ronde bout zonder opschrift of met opschrift anders dan NAP,-7.0,-28.0,ZO,,-1.8836,1999-06-01,22080016,POINT (121384.5 491778.4),J
496,22080017,NO-kop ZO-landhoofd brug 492,Hoek Meteorenweg/Kometensingel,1,Actueel,,0,Ronde bout met opschrift NAP,16.0,26.0,ZO,,-1.7452,2000-11-17,22080017,POINT (120543.7 492047.3),J
497,25489000,ZW-vleugel van het viadukt (493) over de Adelaarsweg,(ref.punt def.meting K 1486).,3,Vervallen,2008-08-26,2,Kleine ronde bout,-53.0,-233.0,Z,,1.75,1989-09-29,,POINT (123196.3 489111.0),J
498,25489001,Varenweg 2,(Rosaschool ref.punt def.meting K 1515),1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,22.0,23.0,O,,1.2591,1992-03-01,,POINT (122992.2 489194.6),J
499,25580002,,Meeuwenlaan 267,1,Actueel,,1,Ronde bout of althans aan de bovenzijde ronde bout zonder opschrift of met opschrift anders dan NAP,47.0,63.0,ZO,,1.777,1927-01-01,25580002,POINT (123471.4 489014.1),J
500,40289000,,Boostergemaal Zeeburgereiland (voormalige RWZI),1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,0.0,0.0,ZW,,1.5035,2007-05-23,,POINT (126339.8 487374.9),J
501,26489000,KNSM laan ,(y vanaf kozijn),1,Actueel,,1,Ronde bout of althans aan de bovenzijde ronde bout zonder opschrift of met opschrift anders dan NAP,158.0,-82.0,O,,2.6604,2008-04-04,,POINT (124934.3 487821.6),J
502,10880023,Noordelijk landhoofd van de Verbindingsdam,westelijke muur,1,Actueel,,1,Ronde bout of althans aan de bovenzijde ronde bout zonder opschrift of met opschrift anders dan NAP,55.0,-21.0,ZO,,2.8586,2008-04-04,10880023,POINT (124407.4 487634.1),J
503,11189012,,Da Costakade 160,3,Vervallen,2009-08-10,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,0.0,103.0,O,,,,,POINT (119971.9 486794.2),J
504,23189000,NW muurvlak GEB gebouw Willem Noorlanderkade / Diopter,ten NO brug 1752,1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,-30.0,40.0,NW,,-3.0423,2007-08-12,,POINT (123898.4 491138.3),J
505,23189001,betonnen kolom nabij brug IJdoornlaan bij ingang 7.00-23.30,Boven-IJ Ziekenhuis,1,Actueel,,99,Onbekend,23.0,26.0,NO,,0.421,2000-06-01,,POINT (123428.1 490854.4),J
506,23789000,Brug over Zijkanaal I a/d Klaprozenweg nabij trap,naar GEB ruimte,3,Vervallen,2018-01-17,99,Onbekend,340.0,-42.0,ZW,,2.5897,1999-06-01,,POINT (121808.2 490540.5),J
507,26189000,Prins Hendrikkade 20/21,(rechter bouwmuur),1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,-18.0,34.0,N,YB01,2.2517,1999-06-01,,POINT (121566.1 487972.0),J
508,26189001,Prins Hendrikkade 20/21,(linker bouwmuur),1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,-4.0,36.0,N,YB01,2.5175,1999-06-01,,POINT (121576.9 487961.4),J
509,26189002,Prins Hendrikkade,Ingang METRO t/o No.90A/91E,3,Vervallen,2017-10-03,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,0.0,0.0,NW,YA01,3.2508,2000-06-01,,POINT (121966.8 487759.7),J
510,25689000,Brug 469 in de Monnikendammerweg bij Schellingwouderdijk,in westelijk landhoofd,3,Vervallen,2008-07-08,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,65.0,-55.0,W,,4.2916,1999-06-01,,POINT (125241.7 488805.4),J
511,25780001,Buskenblazerstraat 30,gevel Elckerlijcstraat (in vooruitspringend gevelgedeelte),1,Actueel,,1,Ronde bout of althans aan de bovenzijde ronde bout zonder opschrift of met opschrift anders dan NAP,30.0,65.0,W,,1.309,1942-01-01,25780001,POINT (118273.5 487843.7),J
512,25989001,,Nassaukade 47A-N,1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,-21.0,33.0,ZO,,2.1952,1992-10-10,,POINT (120405.1 488391.2),J
513,25989002,De Wittenstraat 99A-D,(def.meting IJ 172),1,Actueel,,2,Kleine ronde bout,-11.0,92.0,NW,,1.9003,1992-10-10,,POINT (120305.2 488411.7),J
514,25989003,De Wittenstraat 157/179,(def.meting IJ 172),1,Actueel,,2,Kleine ronde bout,11.0,121.0,NW,,1.9628,1992-10-10,,POINT (120232.1 488338.3),J
515,25989006,Eerste Nassaustraat 2A-N,(def.meting IJ 172),1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,-251.0,84.0,ZW,AB51,1.4955,1992-10-10,,POINT (120478.3 488454.6),J
516,25989007,De Wittenstraat 69A/71E,(def.meting IJ 172),1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,-7.0,69.0,NW,,1.3458,1992-10-10,,POINT (120364.5 488472.5),J
517,25989008,De Wittenstraat 100A-U,ntm ivm metalen anker een ring boven de bout,2,Niet te meten,2018-06-22,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,-21.0,82.0,ZO,,1.3497,1992-10-10,,POINT (120359.5 488488.1),J
518,25989009,Van Oldenbarneveldtplein 51/59,(x = uit scheiding; def.meting IJ 172),1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,16.0,42.0,N,,0.9239,1992-10-10,,POINT (120182.3 487834.3),J
519,25989010,Frederik Hendrikplantsoen 46A/48E,(def.meting IJ 172),1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,22.0,46.0,ZW,,1.1619,1992-10-10,,POINT (120204.4 488082.6),J
520,25989011,Van Beuningenstraat 106A/110A,hoek Fannius Scholtenstraat(def. meting IJ 172),1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,-11.0,40.0,Z,,1.0576,1992-10-10,,POINT (120135.1 488469.9),J
521,25989012,Van Beuningenstraat 163A/165F,,1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,-71.0,48.0,N,,1.0987,1998-05-27,,POINT (120008.7 488338.6),J
522,25989014,Van Oldenbarneveldtplein 51/59,in de Van Oldenbarneveldtstraat,1,Actueel,,99,Onbekend,7.0,13.0,W,,0.8035,1999-06-01,,POINT (120179.1 487834.1),J
523,25989016,Fannius Scholtenstraat 87/89,,3,Vervallen,2012-10-02,99,Onbekend,12.0,28.0,ZW,,0.9433,1999-06-01,,POINT (120120.1 488483.6),J
524,25989017,Van Beuningenstraat 163A/165F,,1,Actueel,,99,Onbekend,12.0,21.0,N,,0.8523,1999-06-01,,POINT (120010.0 488339.2),J
525,25989018,,Marnixstraat 159A/161D,1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,8.0,63.0,W,YP09,1.9829,1999-06-01,,POINT (120477.0 488119.7),J
526,25989019,,Marnixstraat 159A/161D,1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,-26.0,72.0,W,YP09,2.0718,1999-06-01,,POINT (120472.4 488107.9),J
527,25989020,Marnixplein 9,(Zwembad ;NO zijde NO muurvlak),3,Vervallen,2005-02-01,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,15.0,37.0,NO,,2.0768,1999-06-01,,POINT (120366.4 487932.9),J
528,25989021,Marnixplein 9,(Zwembad ;NW zijde NO muurvlak),3,Vervallen,2005-02-01,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,-9.0,27.0,NO,,2.0771,1999-06-01,,POINT (120349.4 487939.5),J
529,26080001,NW-deurkas in de NO-middenpijler van de Eenhoornsluis,,1,Actueel,,1,Ronde bout of althans aan de bovenzijde ronde bout zonder opschrift of met opschrift anders dan NAP,34.0,-82.0,NW,,2.4349,1956-01-01,26080001,POINT (121100.0 488300.0),J
530,26080003,In hardstenen basement van school aan Droogbak 1A,in gevel Nieuwe Westerdokstraat,1,Actueel,,1,Ronde bout of althans aan de bovenzijde ronde bout zonder opschrift of met opschrift anders dan NAP,-68.0,23.0,NO,,1.8317,1926-01-01,26080003,POINT (121422.7 488197.2),J
531,10189003,,,3,Vervallen,2010-01-01,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,0.0,0.0,Z,,,,,POINT (117662.138 487457.376),J
532,10189004,,Jan van Galenstraat Kantinegebouw Sportvelden,1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,0.0,0.0,Z,,0.8481,2007-08-30,,POINT (117662.1 487457.0),J
533,25780006,Trafo aan Marieken van Nimwegenstraat tussen Elckerlyc-,straat en Griseldestraat (y = boven gecementeerde plint),1,Actueel,,1,Ronde bout of althans aan de bovenzijde ronde bout zonder opschrift of met opschrift anders dan NAP,-122.0,19.0,Z,,1.3561,1942-01-01,25780006,POINT (118316.5 487784.7),J
534,52589000,Brug 876,,1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,0.0,0.0,O,,-2.226,1999-06-01,,POINT (125533.1 479332.7),J
535,26080007,Keizersgracht 22,,1,Actueel,,0,Ronde bout met opschrift NAP,-11.0,32.0,O,,1.5523,1991-10-01,26080007,POINT (121079.7 488028.1),J
536,26080009,Haarlemmerdijk 1-7,in de Korte Prinsengracht (Betonnen pilaar),1,Actueel,,99,Onbekend,-20.0,20.0,,,2.8762,1991-10-01,26080009,POINT (121080.53 488306.31),J
537,84589000,Waterloop molen aan de Akersluis (11.06 m. ten westen van,de voorgevel van de molen).,1,Actueel,,0,Ronde bout met opschrift NAP,-12.0,-19.0,O,,0.3627,1999-06-01,,POINT (114513.4 483944.7),J
538,80880002,NW-brugvleugel van de brug gelegen in de Burg. Roellstraat,over de Burgemeester Cramergracht (X = gemets.sierkolom).,1,Actueel,,1,Ronde bout of althans aan de bovenzijde ronde bout zonder opschrift of met opschrift anders dan NAP,-130.0,-70.0,NW,,2.6242,1956-01-01,80880002,POINT (117290.0 487460.0),J
539,80880005,Meest oostelijke ronde kolom van ringspoorbaanviaduct,over Burg. van Tienhovengracht nabij honkvalveld Pirates,1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,0.0,30.0,O,,1.2578,1999-06-01,80880005,POINT (117504.0 487724.0),J
540,25789000,Hertspieghelweg 1,(zijgevel),1,Actueel,,17,Veelal gebruikt door 'de waal',34.0,41.0,ZO,,1.1561,2004-01-01,,POINT (118551.6 488214.0),J
541,25880001,Admiraal de Ruijterweg 328 in de Bos en Lommerweg,(x = vanaf dag raam ;y = boven onderkant natuursteen),1,Actueel,,2,Kleine ronde bout,-20.0,51.0,NW,,1.4577,1952-01-01,25880001,POINT (118757.8 488226.6),J
542,25880002,Heer Halewijnstraat 1 gevel Erasmusgracht,(x = vanaf afronding linkerhoek;y = boven het trasraam),1,Actueel,,1,Ronde bout of althans aan de bovenzijde ronde bout zonder opschrift of met opschrift anders dan NAP,27.0,22.0,Z,,1.2174,1942-01-01,25880002,POINT (118749.9 487805.4),J
543,25289000,Barentzstraat 211/227,(def.meting M 420),1,Actueel,,2,Kleine ronde bout,63.0,103.0,N,,2.6394,1991-12-01,,POINT (120973.0 489111.0),J
544,25289001,De Wittenstraat 12A t/m 12K,(ref.punt def.meting IJ 172),1,Actueel,,2,Kleine ronde bout,-20.0,85.0,ZO,,1.5138,1999-06-01,,POINT (120512.8 488642.2),J
545,84789000,Noordelijke kolom (zuidzijde) N-rijbaan viaduct RW 4 over de,Anderlechtlaan (Oostzijde),1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,25.0,-28.0,Z,,-0.1598,1999-06-01,,POINT (115914.5 483488.4),J
546,84789001,Zuidzijde noordelijke ronde kolom zuidelijk spoorviaduct,over de Anderlechtlaan (oostzijde),1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,0.0,24.0,Z,,-0.1315,1999-06-01,,POINT (115906.0 483508.9),J
547,84889001,zuidzijde van de ZW pijler A10 van het NW gedeelte,van de A10 over de Johan Huizingalaan,1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,-31.0,45.0,,,-0.2118,1999-06-01,,POINT (116858.0 483580.2),J
548,25289003,De Wittenstraat 14 A-l,"achter buis, niet te meten (def. meting IJ 172)",2,Niet te meten,2012-10-02,2,Kleine ronde bout,24.0,86.0,ZO,,,,,POINT (120505.0 488634.0),J
549,25289004,Barentszstraat 214,in de Van Heemskerckstraat,1,Actueel,,99,Onbekend,70.0,16.0,N,,1.6615,1999-06-01,,POINT (120948.0 489135.7),J
550,25289005,Planciusstraat 29-47,,1,Actueel,,99,Onbekend,18.0,106.0,W,YH09,2.5579,1999-06-01,,POINT (120809.3 488879.1),J
551,25289006,Van Heemskerckstraat 29A-D,,1,Actueel,,99,Onbekend,-45.0,13.0,N,,1.5013,1999-06-01,,POINT (120858.0 489155.1),J
552,13389000,ZW-vleugel van viadukt (665) over de Overschiestraat in de,Henk Sneevlietweg (vertikaal boutje),1,Actueel,,2,Kleine ronde bout,-14.0,11.0,,,6.258,1999-06-01,,POINT (117666.8 484319.3),J
553,13480001,Stadionweg 334,hoek Amstelveenseweg,1,Actueel,,1,Ronde bout of althans aan de bovenzijde ronde bout zonder opschrift of met opschrift anders dan NAP,23.0,95.0,O,,1.5821,1952-01-01,13480001,POINT (118955.718 484317.823),J
554,13689000,Wielingenstraat 24A - 26R,hoek Eendrachtstraat,1,Actueel,,99,Onbekend,-14.0,83.0,O,,1.3724,1999-06-01,,POINT (121041.0 484182.3),J
555,13689001,Ferdinand Bolstraat 323,naast poort,1,Actueel,,99,Onbekend,41.0,12.0,W,,1.2266,1999-06-01,,POINT (121231.7 484681.4),J
556,13689002,Krammerstraat 33A-J,in de Volkerakstraat,1,Actueel,,99,Onbekend,-42.0,19.0,N,,0.7466,1999-06-01,,POINT (120948.9 484230.4),J
557,13689004,Wielingenstraat 24A - 26R,in de Eendrachtstraat,1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,-92.0,76.0,O,,1.304,2001-06-01,,POINT (121041.8 484188.7),J
558,13780002,Churchill-laan 48,(x = rechts van portiek; y = boven trasraam),1,Actueel,,1,Ronde bout of althans aan de bovenzijde ronde bout zonder opschrift of met opschrift anders dan NAP,103.0,21.0,Z,,1.5491,1927-01-01,13780002,POINT (121837.15 484447.13),J
559,13789000,Victorieplein 26A/34L,,3,Vervallen,2011-08-16,99,Onbekend,-37.0,18.0,Z,,0.8488,1999-06-01,,POINT (122057.9 484437.4),J
560,13789001,Victorieplein 26A/34L,,1,Actueel,,99,Onbekend,70.0,15.0,Z,,0.8428,1999-06-01,,POINT (122024.6 484430.0),J
561,13789002,IJselstraat 30A-N,,1,Actueel,,99,Onbekend,-9.0,19.0,Z,,0.7846,1999-06-01,,POINT (121852.2 484500.9),J
562,13789003,IJselstraat 34A-N,in de Waalstraat,1,Actueel,,99,Onbekend,-10.0,16.0,W,,0.8374,1999-06-01,,POINT (121825.4 484505.6),J
563,13789004,,"Oude-IJselstraat 17, rechter bouwmuur",1,Actueel,,99,Onbekend,15.0,16.0,N,,0.9152,1999-06-01,,POINT (121849.8 484543.3),J
564,13789006,Uiterwaardenstraat 548,links van de deur (buurthuis),1,Actueel,,99,Onbekend,-19.0,14.0,O,,0.8971,1999-06-01,,POINT (121817.9 484028.5),J
565,13789007,,Borssenburgplein 51/67,1,Actueel,,99,Onbekend,-210.0,25.0,N,,0.9829,1999-06-01,,POINT (122346.5 484636.2),J
566,13789008,Vechtstraat 88/90,(school links),1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,15.0,62.0,O,,1.3241,2000-06-01,,POINT (122267.3 484162.2),J
567,13789009,Vechtstraat 88/90,(school rechts),3,Vervallen,2007-04-12,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,-9.0,62.0,O,,1.3151,2000-06-01,,POINT (122258.3 484201.1),J
568,13789010,Borssenburgplein 107/123,(i.p.v. 13789005),3,Vervallen,2012-10-02,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,-15.0,90.0,N,,1.6301,2010-07-22,,POINT (122295.5 484624.8),J
569,13880001,,"""Brugwachtershuisje"" op de Berlagebrug (423) over de Amstel",1,Actueel,,1,Ronde bout of althans aan de bovenzijde ronde bout zonder opschrift of met opschrift anders dan NAP,183.0,58.0,Z,,4.6482,1952-01-01,13880001,POINT (122659.667 484497.049),J
570,13880003,Weesperzijde 243,(x = stenen dag rechter raam; y = boven plint),3,Vervallen,2018-02-27,0,Ronde bout met opschrift NAP,27.0,15.0,NO,,1.0425,1927-01-01,13880003,POINT (123140.0 484030.0),J
571,13880007,ZO-vleugel van het spoorviadukt over de Ringdijk,nabij het Pauwenpad(onder viaduct),1,Actueel,,0,Ronde bout met opschrift NAP,65.0,27.0,NW,,0.6857,1991-10-01,13880007,POINT (122883.7 484717.7),J
572,13480002,Stadionweg 145 (x = links van de dag van de portiek;y = on-,der de onderkant van de hardstenen plaat naast het raam),1,Actueel,,1,Ronde bout of althans aan de bovenzijde ronde bout zonder opschrift of met opschrift anders dan NAP,-82.0,-6.0,N,,1.0553,1952-01-01,13480002,POINT (119403.87 484358.68),J
573,13480003,Willaertstraat 3,(uitbouw),1,Actueel,,7,"Bijzondere merktekens bijvoorbeeld zeskantige bout, stalen pen etc.",-12.0,56.0,Z,,1.1729,1978-01-01,13480003,POINT (118940.0 484650.0),J
574,13589000,Gerrit van der Veenstraat 57,hoek Beethovenstraat(links van de ingang Albert Hein),1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,-4.0,58.0,N,,1.2516,1999-06-01,,POINT (120287.9 484673.2),J
575,13680002,Gevel aan Geulstraat van school voor L.O. tussen de Donge-,straat en de Dintelstraat (y=bovenk. aansluitend muurtje),1,Actueel,,1,Ronde bout of althans aan de bovenzijde ronde bout zonder opschrift of met opschrift anders dan NAP,-38.0,14.0,Z,,1.5791,1952-01-01,13680002,POINT (121381.61 484245.42),J
576,13680003,Churchill-laan 211 (x =links van stenen dag van het tweede,raam rechts van de ingang; y = boven de plint),1,Actueel,,1,Ronde bout of althans aan de bovenzijde ronde bout zonder opschrift of met opschrift anders dan NAP,-16.0,8.0,N,,1.8707,1926-01-01,13680003,POINT (120943.62 484467.36),J
577,13680004,Apollolaan 11,(y = boven bovenkant gemetselde rollaag),1,Actueel,,1,Ronde bout of althans aan de bovenzijde ronde bout zonder opschrift of met opschrift anders dan NAP,44.0,58.0,NO,,1.9926,1927-01-01,13680004,POINT (120626.75 484600.37),J
578,15889000,Amstelveenseweg 994A-D,(links van ingang),2,Niet te meten,2007-05-22,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,9.0,40.0,O,,,,,POINT (118874.8 482039.1),J
579,13580001,W-vleugel van N-landhoofd v/d brug over het Zuider Amstel,kanaal voor de Parnassusweg (y = boven bovenkant walmuur),1,Actueel,,1,Ronde bout of althans aan de bovenzijde ronde bout zonder opschrift of met opschrift anders dan NAP,-41.0,158.0,W,,2.1534,1952-01-01,13580001,POINT (119599.43 484144.08),J
580,23089001,GEB huisje Boven-IJ ziekenhuis,midden zuidgevel,3,Vervallen,2008-07-08,17,Veelal gebruikt door 'de waal',0.0,0.0,Z,,0.1603,1999-06-01,,POINT (123297.6 490976.4),J
581,13580002,Gebogen O-vleugel van het N-landhoofd van de brug over het,Zuider Amstelkanaal voor de Beethovenstraat (y=bovenk.muur),1,Actueel,,1,Ronde bout of althans aan de bovenzijde ronde bout zonder opschrift of met opschrift anders dan NAP,295.0,-90.0,O,,2.4023,1942-01-01,13580002,POINT (120220.6 484218.61),J
582,13580003,Corellistraat 1(Eerste Montessorieschool voor G.L.O.),(x=stenen dag van de portiek;y=onderk. gemetselde rollaag),1,Actueel,,1,Ronde bout of althans aan de bovenzijde ronde bout zonder opschrift of met opschrift anders dan NAP,71.0,-24.0,N,,1.7301,1927-01-01,13580003,POINT (120406.59 484722.69),J
583,13580004,Gerrit van der Veenstraat 99 (Vooruitspringend gedeelte,"""Meisjesschool"" ; y = onderkant gemetselde rollaag)",1,Actueel,,1,Ronde bout of althans aan de bovenzijde ronde bout zonder opschrift of met opschrift anders dan NAP,-193.0,-36.0,N,,1.4427,1952-01-01,13580004,POINT (120077.861 484671.503),J
584,14589000,Verdwenen bij verbouwing.,"President Kennedyplantsoen 1
in kolom naast giromaat (stadsdeelkantoor)",3,Vervallen,2015-09-17,99,Onbekend,-4.0,18.0,N,,0.9578,1999-06-01,,POINT (121813.9 483781.1),J
585,14589001,President Kenedyplantsoen 1,hoek President Kenedylaan in kolom (stadsdeelkantoor),3,Vervallen,2018-06-22,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,6.0,12.0,O,,0.8679,1999-06-01,,POINT (121849.3 483749.0),J
586,21289000,Zuideinde 290,(ref.punt (9)30E def.meting AP 30; y = boven leiding),1,Actueel,,16,Koperen bout,-24.0,9.0,NO,,,,,POINT (121206.5 492850.1),J
587,21380001,Kadoelenweg 131,(Pompstation ; rioolgemaal),1,Actueel,,0,Ronde bout met opschrift NAP,22.0,38.0,W,,-0.2053,1984-01-01,21380001,POINT (122260.0 492350.0),J
588,21389001,Adriaan Loosjesstraat 1,(1e kolom hoek Zuideinde)(ref.punt 1 def.meting AP 30),1,Actueel,,2,Kleine ronde bout,9.0,68.0,Z,,-0.1241,1991-03-18,,POINT (121466.2 492474.1),J
589,24889000,Purmerweg 46,"in de schoorsteen (hoogtecorrectie in 2014 tbv QM21_25, zie def.met.)",1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,15.0,98.0,N,,0.6275,2007-08-12,,POINT (124608.2 489453.5),J
590,24889001,Nieuwe Purmerweg 164 t/m 172,"naast regenpijp (hoogtecorrectie in 2014 tbv QM21_25, zie def.met.)",1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,13.0,102.0,N,,0.8885,2007-08-12,,POINT (124400.7 489571.1),J
591,24980003,ZW-vleugel van het Z-landhoofd van het viadukt over de,Haarlemmerweg in rijksweg 10 bij hmp 26.3.,1,Actueel,,0,Ronde bout met opschrift NAP,40.0,-8.0,Z,,6.5159,1980-01-01,24980003,POINT (118044.0 488640.0),J
592,24980011,Zuidoostelijke pijler viaduct(121p) in de ringweg A10,over de Haarlemmerstraat,1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,-38.0,14.0,O,,1.0566,1999-06-01,24980011,POINT (118074.3 488657.3),J
593,20480002,,Zuideinde 323,1,Actueel,,0,Ronde bout met opschrift NAP,-16.0,18.0,ZW,,-0.6315,1984-01-01,20480002,POINT (121126.0 493041.0),J
594,14589002,President Kenedylaan 13,in De Mirandalaan (politiebureau),1,Actueel,,99,Onbekend,24.0,15.0,W,,0.847,1999-06-01,,POINT (121936.1 483675.9),J
595,14589003,President Kennedylaan 17/655,hoek De Mirandalaan,1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,13.0,32.0,N,,1.0898,1999-06-01,,POINT (121861.0 483687.0),J
