,identificatie,adres,locatie,status_id,status_omschrijving,vervaldatum,merk_id,merk_omschrijving,xmuurvlak,ymuurvlak,windrichting,bouwblok_code,hoogte_tov_nap,datum,peilmerknummer,geometrie,publiceerbaar
220,11689007,,Molukkenstraat 6A/14B,1,Actueel,,99,Onbekend,-42.0,36.0,O,,2.3412,1999-06-01,,POINT (124492.9 486535.0),J
221,11689008,,Billitonstraat 23/39,1,Actueel,,99,Onbekend,27.0,87.0,Z,,2.3399,1999-06-01,,POINT (124485.9 486517.7),J
222,11689009,,Javastraat 521/597,1,Actueel,,99,Onbekend,17.0,50.0,Z,,1.1767,1999-06-01,,POINT (124624.4 486297.6),J
223,11689010,,Boetonstraat 2A-H,1,Actueel,,99,Onbekend,-46.0,26.0,O,,0.942,1999-06-01,,POINT (124881.9 486404.9),J
224,11989000,,van Eeghenstraat 33A/35K,1,Actueel,,99,Onbekend,9.0,17.0,N,,0.6639,1999-06-01,,POINT (120143.4 485682.2),J
225,11989006,,Anna van den Vondelstraat 17/25,1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,3.0,59.0,W,,0.9556,1999-06-01,,POINT (119762.5 485972.0),J
226,11989007,Ite Boeremastraat 11/105,in de Eerste Helmersstraat (t/o 143/145),1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,-5.0,49.0,Z,,1.2358,1999-06-01,,POINT (119771.8 486168.6),J
227,11989008,Vossiusstraat 53,is ook 11981167,1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,-4.0,146.0,,,1.5542,2000-06-01,,POINT (120294.0 485929.5),J
228,11989010,Van Baerlestraat 98,in de J.W.Brouwerstraat(Concertgebouw; y = boven plint),1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,138.0,38.0,N,,2.124,2007-12-01,,POINT (120359.6 485516.0),J
229,11989011,Willemsparkweg 9,in de Alexander Boersstraat,1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,0.0,5.0,W,,0.6175,2000-06-01,,POINT (120321.6 485654.3),J
230,11989012,Ite Boeremastraat 11/105,in de Eerste Helmersstraat (t/o 153/155),1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,270.0,29.0,Z,,1.0505,2000-06-01,,POINT (119744.2 486157.4),J
231,11989013,,Overtoom 57,3,Vervallen,2013-09-02,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,-15.0,15.0,N,,0.9056,2000-06-01,,POINT (120206.9 486233.1),J
232,11989014,Cornelis Schuytstraat 2,,1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,0.0,0.0,O,,0.9946,2000-06-01,,POINT (119782.1 485515.4),J
233,11989015,WG-plein 874/881,in de Eerste Helmersstraat,1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,-25.0,40.0,Z,,0.8927,2000-06-01,,POINT (119906.1 486219.9),J
234,12080001,"Voorgevel ""Rijksmuseum"" aan de Stadhouderskade gelegen tus-",sen linkeringang en onderdoorgang,3,Vervallen,2018-05-03,1,Ronde bout of althans aan de bovenzijde ronde bout zonder opschrift of met opschrift anders dan NAP,190.0,70.0,NO,,3.2184,1952-01-01,12080001,POINT (120840.6 485932.0),J
235,12080002,,"Stadhouderskade 78 ""Heinekens Bierbrouwerij Maatschappij""",1,Actueel,,1,Ronde bout of althans aan de bovenzijde ronde bout zonder opschrift of met opschrift anders dan NAP,1042.0,110.0,N,,1.7006,1952-01-01,12080002,POINT (121260.61 485668.22),J
236,12080003,Honthorststraat 27,"hoek Hobbemakade (""Brandweerkazerne""; y = boven plint)",1,Actueel,,3,Knopbout,-56.0,29.0,ZO,,1.8766,1926-01-01,12080003,POINT (120868.83 485683.32),J
237,11780002,Andreas Schelfhoutstraat 63,(x = stootvoeg),1,Actueel,,1,Ronde bout of althans aan de bovenzijde ronde bout zonder opschrift of met opschrift anders dan NAP,-37.0,90.0,N,,1.4494,1961-01-01,11780002,POINT (118379.6 485603.9),J
238,11789001,Z.O. landhoofd brug 684 Postjeskade,,1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,-37.0,-37.0,Z,,1.0734,1997-03-16,,POINT (118346.8 485891.1),J
239,11880002,Z-vleugelmuur van het O-landhoofd van de brug (199) over de,Kostverlorenvaart tussen Overtoom en Surinamestraat,1,Actueel,,1,Ronde bout of althans aan de bovenzijde ronde bout zonder opschrift of met opschrift anders dan NAP,180.0,-93.0,Z,,2.8499,1952-01-01,11880002,POINT (118737.3 485667.1),J
240,11880004,Hoofdweg 96 in de Marowijnestraat,(y = onder bovenkant van staande gemetselde plint),3,Vervallen,2017-12-12,1,Ronde bout of althans aan de bovenzijde ronde bout zonder opschrift of met opschrift anders dan NAP,21.0,-100.0,Z,,1.4795,1927-01-01,11880004,POINT (118650.0 486170.0),J
241,11880009,Baarsjesweg 243,(x = stenen dag van deur; y = bovenkant gemetselde rollaag),1,Actueel,,1,Ronde bout of althans aan de bovenzijde ronde bout zonder opschrift of met opschrift anders dan NAP,27.0,71.0,ZO,,1.5258,1952-01-01,11880009,POINT (118910.0 486170.0),J
242,11489000,Sarphatiestraat 510,(rechter bouwmuur),1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,-7.0,105.0,N,,2.952,1999-06-01,,POINT (123172.1 486339.7),J
243,11489003,Sarphatiestraat 626,(rechter bouwmuur),1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,-7.0,12.0,NW,YM40,1.6372,1999-06-01,,POINT (123342.6 486493.9),J
244,11489004,Sarphatiestraat 626,(linker bouwmuur),1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,6.0,11.0,NW,YM40,1.6136,1999-06-01,,POINT (123348.3 486499.5),J
245,11489007,Hoogte Kadijk 143A,(rechter bouwmuur),1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,-21.0,37.0,Z,YM02,3.2044,1999-06-01,,POINT (123081.9 486813.0),J
246,11489008,Hoogte Kadijk 143,(linker bouwmuur),1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,-18.0,11.0,Z,YM02,2.8865,1999-06-01,,POINT (123074.1 486817.5),J
247,11489009,Hoogte Kadijk 25A-K,(rechter bouwmuur),1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,-5.0,9.0,Z,YM34,2.7778,1999-06-01,,POINT (122779.1 486990.9),J
248,11489010,Hoogte Kadijk 25A-K,(linker bouwmuur),1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,5.0,70.0,Z,YM34,3.3838,1999-06-01,,POINT (122771.7 486995.5),J
249,11489011,Henri Polaklaan 15A-B,(rechter bouwmuur),1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,-40.0,43.0,Z,YM08,1.0625,1999-06-01,,POINT (122618.4 486749.7),J
250,11489012,Henri Polaklaan 15A-B,(linker bouwmuur),1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,9.0,20.0,Z,YM08,0.9003,1999-06-01,,POINT (122610.8 486753.9),J
251,11489015,Plantage Middenlaan 52,(rechts van ingang in kolom). In 2018 ntm ivm werkzaamheden,1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,-19.0,10.0,N,YM14,2.0304,1999-06-01,,POINT (122811.3 486480.6),J
252,11489016,,Plantage Middenlaan 48,1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,6.0,53.0,N,YM13,1.1475,1999-06-01,,POINT (122702.5 486546.3),J
253,11489017,Plantage Middenlaan 48,naast Plantage Westermanlaan 17,3,Vervallen,2005-02-01,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,62.0,51.0,O,YM13,1.156,1999-06-01,,POINT (122697.8 486538.3),J
254,11489018,Plantage Middenlaan 52,(recht van ingang in kolom),1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,-18.0,10.0,N,YM14,2.0337,1999-06-01,,POINT (122819.3 486473.5),J
255,11489019,Sarphatiestraat 510,(linker bouwmuur),1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,20.0,112.0,N,YM24,2.9476,1999-06-01,,POINT (123177.7 486343.3),J
256,11489020,Plantage Muidergracht 154/196,,1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,14.0,32.0,N,YM19,1.0298,2000-06-01,,POINT (122909.8 486306.3),J
257,11489023,Plantage Muidergracht 4,(y = boven natuursteen; zijgevel),1,Actueel,,17,Veelal gebruikt door 'de waal',11.0,8.0,NW,,1.5127,2007-12-01,,POINT (122461.0 486560.6),J
258,11489024,Plantage Muidergracht 99??,in de Plantage Lepellaan t/o No.4,3,Vervallen,2018-06-22,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,0.0,0.0,ZO,YM14,0.871,2000-06-01,,POINT (122839.0 486382.4),J
259,11580004,Zeeburgerdijk 25,(x = linkeringang; y = boven afgeschuinde plint),1,Actueel,,1,Ronde bout of althans aan de bovenzijde ronde bout zonder opschrift of met opschrift anders dan NAP,38.0,7.0,Z,,2.1605,1942-01-01,11580004,POINT (123789.0 486563.0),J
260,11580005,Czaar Peterstraat 23A-F,"gevel Conradstraat
",1,Actueel,,1,Ronde bout of althans aan de bovenzijde ronde bout zonder opschrift of met opschrift anders dan NAP,210.0,84.0,NW,,1.6662,1953-01-01,11580005,POINT (123624.1 486860.2),J
261,11889001,Rensselaerstraat 14,(Oostzijde zuidelijk muurvlak GEB),1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,-16.0,32.0,Z,,0.9958,1997-03-26,,POINT (118798.8 486173.2),J
262,11889002,Jacob van Lennepkade 368A/370E,(rechter bouwmuur),1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,-9.0,9.0,Z,,1.193,1999-06-01,,POINT (119123.9 486199.9),J
263,11889003,Staringstraat 1A/11G,,1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,25.0,8.0,W,,0.8764,2000-06-01,,POINT (119243.1 486174.2),J
264,11889004,,Wilhelminastraat 110A-S,1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,-17.0,20.0,Z,,0.7764,1999-06-01,,POINT (119294.0 486097.0),J
265,11889005,Schoolstraat 25,,1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,-8.0,8.0,W,,0.8926,1999-06-01,,POINT (119212.7 485774.6),J
266,11889006,,Frederiksstraat 108/142,1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,9.0,18.0,O,,0.5526,1999-06-01,,POINT (119045.7 485650.8),J
267,11889007,Overtoom 363A-B,(naast doorgang),1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,10.0,18.0,N,,0.7439,1999-06-01,,POINT (119315.1 485879.5),J
268,11889008,J.J. Cremerplein 27A,(schooltje),1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,5.0,23.0,NO,,1.1622,1999-06-01,,POINT (118978.5 485885.5),J
269,11889009,Derde Kostverlorenkade 5A-R,(naast doorgang),1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,-6.0,25.0,W,,0.955,1999-06-01,,POINT (118929.9 486048.4),J
270,11889010,Pieter Langendijkstraat 13,in de Kanaalstraat(in kolom ;in 2007 onder tegel),3,Vervallen,2018-06-22,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,-15.0,7.0,N,,0.6835,1999-06-01,,POINT (119141.1 486085.7),J
271,11889011,Eerste Helmersstraat 255A/257K,(in kolom),1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,15.0,10.0,N,,0.9542,1999-06-01,,POINT (119417.7 486009.1),J
272,11889012,Frederiksstraat 100/106,,1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,-9.0,15.0,,,0.5238,2000-06-01,,POINT (119033.3 485675.4),J
273,11889013,Reyer Anslostraat 3A-H,,1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,100.0,20.0,W,,0.5548,2000-06-01,,POINT (119101.8 485770.7),J
274,11889014,Saxenburgerstraat 7,,1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,-40.0,4.0,W,,0.4867,2000-06-01,,POINT (119153.3 485774.4),J
275,11980001,,"Vondelstraat 120 Westgevel van de ""Vondelkerk"" ",1,Actueel,,7,"Bijzondere merktekens bijvoorbeeld zeskantige bout, stalen pen etc.",-61.0,93.0,ZW,,1.2631,1926-01-01,11980001,POINT (120010.0 486070.0),J
276,11980002,Van Baerlestraat,N-vlak ZO-vlgm brug 200 over het Vondelpark (y=onderste graniet blok),1,Actueel,,1,Ronde bout of althans aan de bovenzijde ronde bout zonder opschrift of met opschrift anders dan NAP,-11.0,3.0,NO,,2.0834,1952-01-01,11980002,POINT (120252.9 485958.2),J
277,11980003,,Overtoom 183A-H,1,Actueel,,0,Ronde bout met opschrift NAP,-32.0,34.0,,,0.9871,1991-10-01,11980003,POINT (119860.3 486088.9),J
278,11980004,Willemsparkweg hoek Jacob Obrechtstraat,(G.E.B.-gebouw),1,Actueel,,0,Ronde bout met opschrift NAP,-7.0,31.0,N,,0.8302,1991-10-01,11980004,POINT (120085.03 485576.69),J
279,12089001,Daniel Stalpertstraat 33A-D,hoek Frans Halsstraat,3,Vervallen,2012-11-29,99,Onbekend,15.0,31.0,Z,,0.8758,1999-06-01,,POINT (121047.9 485500.8),J
280,12089008,Quellijnstraat 133 A-E,(achter klimop),3,Vervallen,2012-10-02,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,-42.0,70.0,Z,,1.2465,2000-06-01,,POINT (121422.6 485529.6),J
281,12089009,Prinsengracht 853,,1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,6.0,285.0,Z,YF30,3.7956,2000-06-01,,POINT (121120.5 486199.3),J
282,12089010,Weteringschans 165,(y = onder bovenkant natuursteen),1,Actueel,,17,Veelal gebruikt door 'de waal',32.0,-56.0,Z,,1.2939,2007-12-01,,POINT (121223.1 485872.1),J
283,12089011,Lijnbaansgracht 310A/311,(y = onder bovenkant dorpel),1,Actueel,,17,Veelal gebruikt door 'de waal',-87.0,-9.0,Z,,0.9017,2007-12-01,,POINT (121242.3 485923.0),J
284,12089012,Weteringschans 81,bij de Lijnbaansgracht,1,Actueel,,17,Veelal gebruikt door 'de waal',16.0,9.0,NW,,1.6391,2007-12-01,,POINT (120929.3 486060.1),J
285,12089013,Marie Heinekenplein 1,(zijgevel),1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,,,,,0.8739,2000-06-01,,POINT (121194.9 485612.9),J
286,12180004,W-kant van de W-sluismuur van de sluis over de Amstel t/o,de Utrechtsedwarsstraat (X=toegangskade Y=bovenk. dekzerk).,1,Actueel,,1,Ronde bout of althans aan de bovenzijde ronde bout zonder opschrift of met opschrift anders dan NAP,-260.0,-32.0,W,,1.0649,1972-01-01,12180004,POINT (121993.24 486146.18),J
287,12180007,Amstel 288A/298,hoek Utrechtsedwarsstraat,1,Actueel,,0,Ronde bout met opschrift NAP,16.0,64.0,O,,1.6567,1991-10-01,12180007,POINT (121966.0 486135.8),J
288,12180008,Zuidwestelijke pilaar van de Nederlandse Bank aan de,Westeinde hoek Singelgracht (x = vanaf hek).,1,Actueel,,1,Ronde bout of althans aan de bovenzijde ronde bout zonder opschrift of met opschrift anders dan NAP,0.0,126.0,N,,3.5649,1991-10-01,12180008,POINT (121780.0 485724.0),J
289,12389000,,Wagenaarstraat 314/324,1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,-309.0,64.0,N,,1.3401,1994-03-18,,POINT (123680.6 486244.4),J
290,12389001,Dapperstraat 271,,2,Niet te meten,2007-06-01,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,27.0,74.0,W,,1.4549,1994-03-18,,POINT (123740.4 486077.7),J
291,12389002,Linaeusstraat 35E,,3,Vervallen,2007-05-09,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,-61.0,84.0,W,,1.4768,1994-03-18,,POINT (123467.4 486128.5),J
292,12389003,Van Swindendwarsstraat 2A-F,in de Tweede van Swindenstraat,1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,29.0,89.0,N,,1.5774,1994-03-18,,POINT (123545.6 486067.4),J
293,12389004,Reinwardtstraat 60,(x = uit portiek),1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,-46.0,82.0,N,,1.5588,1994-03-18,,POINT (123583.0 485961.2),J
294,12389005,Wyttenbachstraat 300/310,(rechter zijgevel),1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,2.0,77.0,W,,1.2544,1994-03-18,,POINT (123798.2 485981.3),J
295,12389006,Vrolikstraat 461A/463F,hoek Kastanjeweg,1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,22.0,70.0,Z,,1.4264,1994-03-18,,POINT (123462.2 485670.8),J
296,12389007,,"Oosterspoorplein 4, niet als ref.punt gebruiken i.v.m. zakking (09-05-2011)",1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,45.0,48.0,O,,0.9988,1996-02-28,,POINT (123924.5 485900.6),J
297,12389009,,Wagenaarstraat 232/250,1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,6.0,87.0,N,,1.5304,1997-01-24,,POINT (123623.5 486226.7),J
298,12389011,,Balistraat 81A/87F,1,Actueel,,99,Onbekend,7.0,27.0,Z,,0.9652,1999-06-01,,POINT (124221.7 486243.1),J
299,12389012,Balistraat 2A/4E,,1,Actueel,,99,Onbekend,33.0,23.0,N,,0.8004,1999-06-01,,POINT (123991.6 486199.4),J
300,12389013,Eerste Atjehstraat 12A-D,,1,Actueel,,99,Onbekend,13.0,23.0,N,,0.7462,1999-06-01,,POINT (124036.6 486149.8),J
301,12389014,Celebesstraat 63A-D,in de Tweede Atjehstraat,1,Actueel,,99,Onbekend,-39.0,18.0,Z,,0.814,1999-06-01,,POINT (124005.6 486089.2),J
302,12389015,Palembangstraat 23/41,,1,Actueel,,99,Onbekend,-9.0,21.0,Z,,0.8604,1999-06-01,,POINT (124251.1 485943.2),J
303,12480001,Molukkenstraat 72,(y = boven de bovenkant rollaag),1,Actueel,,13,Kopbout,89.0,35.0,O,,1.2113,1927-01-01,12480001,POINT (124496.53 486187.69),J
304,12480005,,Insulindeweg 870/886,1,Actueel,,1,Ronde bout of althans aan de bovenzijde ronde bout zonder opschrift of met opschrift anders dan NAP,-27.0,43.0,N,,1.1251,1991-10-01,12480005,POINT (124875.6 486119.3),J
305,12289000,Tweede Oosterparkstraat 252A/258G,(nabij de poort in GEB),1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,-28.0,87.0,N,,1.563,1994-03-18,,POINT (123337.7 485728.4),J
306,12289001,Eikenweg 23,in de Vrolikstraat,1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,18.0,86.0,Z,,1.5267,1994-03-18,,POINT (123323.1 485606.9),J
307,12289002,,Tweede Oosterparkstraat 193/197C,1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,-23.0,97.0,Z,,1.5719,1994-03-18,,POINT (123188.9 485680.2),J
308,12289003,,Derde Oosterparkstraat 204,1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,-26.0,83.0,N,,1.2928,1994-03-18,,POINT (123277.2 485637.3),J
309,12289004,Tweede Oosterparkstraat 111A/117D,in de Sparrenweg,1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,-166.0,78.0,W,,1.4688,1994-03-18,,POINT (122923.7 485565.8),J
310,12289005,,Iepenplein 7A-C,1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,95.0,71.0,ZW,,1.3448,1994-03-18,,POINT (122798.7 485516.8),J
311,12289006,Wibautstraat 71,hoek Blasiusstraat(in ronde pilaar),1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,4.0,58.0,NW,,1.2451,1994-03-18,,POINT (122553.3 485557.8),J
312,12289007,Blasiusstraat 103,,1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,-17.0,79.0,Z,,1.2359,1994-03-18,,POINT (122647.2 485612.3),J
313,12289008,,Wibautstraat 9/27,1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,10.0,70.0,W,,1.3701,1994-03-18,,POINT (122517.4 485654.7),J
314,12289009,Sarphatiestraat 54,,3,Vervallen,2005-02-01,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,22.0,61.0,N,,2.0754,1999-06-01,,POINT (122400.4 486026.0),J
315,12289011,Spinozastraat 51,,3,Vervallen,2014-01-01,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,5.0,15.0,Z,,1.4461,1999-06-01,,POINT (122606.4 486063.0),J
316,12289013,Spinozastraat 51,,3,Vervallen,2014-01-01,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,-5.0,12.0,Z,,1.8283,1999-06-01,,POINT (122638.3 486073.4),J
317,12289014,Oosterpark 16,,1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,50.0,110.0,N,,1.7222,2000-06-01,,POINT (123045.1 485683.6),J
318,12380002,Frontmuur van het NO-landhoofd van het spoorwegviadukt over,de Linnaeusstraat (x = rechtse rooster; y = natuurst. voet),1,Actueel,,1,Ronde bout of althans aan de bovenzijde ronde bout zonder opschrift of met opschrift anders dan NAP,175.0,8.0,W,,0.7725,1952-01-01,12380002,POINT (123640.5 485651.3),J
319,12380004,Eerste Atjehstraat 59,(y = boven bovenkant rollaag),1,Actueel,,3,Knopbout,-31.0,8.0,Z,,1.3433,1927-01-01,12380004,POINT (124159.21 486182.86),J
320,12189000,,Swammerdamstraat 25A-F,1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,22.0,15.0,W,,0.4367,1994-07-18,,POINT (122312.1 485740.7),J
321,12189001,Kerkstraat 301,(rechts van ingang; y = boven plint),3,Vervallen,2018-06-22,17,Veelal gebruikt door 'de waal',-21.0,5.0,Z,,2.1838,2007-12-01,,POINT (121470.7 486192.1),J
322,12189002,,Eerste Sweelinckstraat 3,1,Actueel,,99,Onbekend,-28.0,22.0,W,,1.4203,1999-06-01,,POINT (121643.9 485502.8),J
323,12189003,Albert Cuypstraat 241,"in de Eerste Sweelinckstraat (school)
Let op, zakt ongeveer 1 mm per jaar",1,Actueel,,99,Onbekend,-744.0,60.0,W,,1.1718,1999-06-01,,POINT (121629.0 485533.0),J
324,12189004,Nicolaas Witsenstraat 19A-D,(rechter bouwmuur),1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,-15.0,129.0,W,YK36,2.2338,1999-06-01,,POINT (121562.2 485735.4),J
325,12189005,Nicolaas Witsenstraat 19A-C,(linker bouwmuur),1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,14.0,121.0,W,YK36,2.1875,1999-06-01,,POINT (121562.8 485741.8),J
326,12189006,Utrechtsedwarsstraat 4,(rechter bouwmuur),3,Vervallen,2005-02-01,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,-3.0,43.0,N,YK41,1.3335,1999-06-01,,POINT (121572.2 486006.9),J
327,12189008,Achtergracht 2,(rechter bouwmuur),1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,-4.0,13.0,N,YK50,0.7511,1999-06-01,,POINT (121898.6 486017.2),J
328,12189009,Achtergracht 2,(linker bouwmuur),1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,6.0,18.0,N,YK50,0.8286,1999-06-01,,POINT (121903.8 486018.7),J
329,12189010,Amstel 151,(linker bouwmuur),1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,4.0,112.0,O,YL17,1.9424,1999-06-01,,POINT (122106.1 486060.6),J
330,12189011,Amstel 151,(rechter bouwmuur),1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,-48.0,116.0,O,YL17,1.9886,1999-06-01,,POINT (122107.8 486054.7),J
331,12189012,Sarphatiekade 3A-C,(rechter bouwmuur),1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,-6.0,183.0,O,YK47,3.1176,1999-06-01,,POINT (122044.4 485877.3),J
332,12189013,Sarphatiekade 3A-C,(linker bouwmuur),1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,4.0,182.0,O,YK47,3.1073,1999-06-01,,POINT (122046.5 485870.3),J
333,12189014,Sarphatiestraat 54,hoek Weesperplein,1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,-10.0,51.0,N,,2.0019,1999-06-01,,POINT (122393.6 486023.7),J
334,12189015,Amstel 344,hoek Sarphatiestraat (in ZO-pilaar; REF-pnt meting Hoge Sluis),3,Vervallen,2018-05-24,16,Koperen bout,-67.0,195.0,O,YK48,4.0327,1999-06-01,,POINT (122022.9 485949.4),J
335,12189016,,Govert Flinckstraat 366A-E,1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,-22.0,110.0,N,,1.4554,2000-06-01,,POINT (121905.1 485581.2),J
336,12189019,Tweede Jacob van Campenstraat 155E,(xy=vanuit portiek),1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,6.0,118.0,Z,,1.5629,2000-06-01,,POINT (121584.1 485579.7),J
337,12189020,,Prinsengracht 1125A-H,1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,-20.0,10.0,Z,YF37,1.025,2000-06-01,,POINT (121913.1 486208.9),J
338,12189021,,Utrechtsedwarsstraat 129A-H,1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,-19.0,23.0,Z,YK52,1.4567,2000-06-01,,POINT (121882.0 486109.2),J
339,12189022,Noorderstraat 82A/84B,,1,Actueel,,17,Veelal gebruikt door 'de waal',-28.0,31.0,N,,1.0777,2007-12-01,,POINT (121500.1 486010.1),J
340,12189024,Oosteinde over de Singelgracht,Brug 247 (W-vlg Z-landhoofd?),1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,26.0,11.0,W,,2.6788,2000-06-01,,POINT (121914.0 485728.0),J
341,12189025,Govert Flinckstraat 366A-E,,1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,15.0,14.0,N,,0.698,2000-06-01,,POINT (121913.4 485584.7),J
342,12189026,Nicolaas Berchemstraat 10A-F,,1,Actueel,,17,Veelal gebruikt door 'de waal',19.0,21.0,O,,0.6891,2007-12-01,,POINT (121717.4 485573.8),J
343,12280002,"Mauritskade 23   ""Jozef Israelschool""",(x = vooruitspringde ged. bij ingang; y = boven plint),1,Actueel,,3,Knopbout,38.0,14.0,N,,1.8222,1926-01-01,12280002,POINT (122795.1 486025.3),J
