,meetboutidentificatie,adres,locatie,status_id,status_omschrijving,vervaldatum,merk_id,merk_omschrijving,xmuurvlak,ymuurvlak,windrichting,bouwblok_code,geometrie,publiceerbaar
6255,12881819,Rustenburgerstraat 380,,1,Actueel,,14,Inbusbout,11.0,92.0,Z,,POINT (121259.6 484967.5),N
6256,12881820,Rustenburgerstraat 381,,1,Actueel,,14,Inbusbout,22.0,97.0,N,,POINT (121264.3 484953.8),N
6257,12881821,Rustenburgerstraat 379,,1,Actueel,,14,Inbusbout,16.0,103.0,N,,POINT (121269.4 484954.9),N
6258,12881822,Rustenburgerstraat 377,,1,Actueel,,14,Inbusbout,19.0,101.0,N,,POINT (121274.5 484956.1),N
6259,12881823,Rustenburgerstraat 375,,1,Actueel,,14,Inbusbout,5.0,98.0,N,,POINT (121279.7 484957.2),N
6260,12881824,Rustenburgerstraat 373,,1,Actueel,,14,Inbusbout,36.0,105.0,N,,POINT (121285.1 484958.5),N
6261,12881825,Rustenburgerstraat 371,,1,Actueel,,14,Inbusbout,5.0,98.0,N,,POINT (121290.4 484959.8),N
6262,12881826,Rustenburgerstraat 369,,1,Actueel,,14,Inbusbout,6.0,99.0,N,,POINT (121295.8 484961.0),N
6263,12881827,Rustenburgerstraat 396,,1,Actueel,,14,Inbusbout,-12.0,131.0,Z,,POINT (121181.7 484951.8),N
6264,12881828,Rustenburgerstraat 398,,1,Actueel,,14,Inbusbout,-24.0,124.0,Z,,POINT (121176.1 484950.8),N
6265,12881829,Rustenburgerstraat 400,,1,Actueel,,14,Inbusbout,-22.0,125.0,Z,,POINT (121171.1 484949.9),N
6266,12881830,Rustenburgerstraat 402,,1,Actueel,,14,Inbusbout,-29.0,121.0,Z,,POINT (121165.6 484948.9),N
6267,12881831,Rustenburgerstraat 404,,1,Actueel,,14,Inbusbout,-22.0,126.0,Z,,POINT (121160.5 484948.0),N
6268,12881832,Rustenburgerstraat 406,,1,Actueel,,14,Inbusbout,-27.0,122.0,Z,,POINT (121155.0 484947.0),N
6269,12881833,Rustenburgerstraat 408,,1,Actueel,,14,Inbusbout,-22.0,127.0,Z,,POINT (121149.9 484946.1),N
6270,12881834,Rustenburgerstraat 407,,1,Actueel,,14,Inbusbout,-27.0,109.0,N,,POINT (121143.1 484929.9),N
6271,12881835,Rustenburgerstraat 405,,1,Actueel,,14,Inbusbout,-10.0,102.0,N,,POINT (121148.6 484930.9),N
6272,12881836,Rustenburgerstraat 403,,1,Actueel,,14,Inbusbout,-33.0,106.0,N,,POINT (121153.9 484931.8),N
6273,12881837,Rustenburgerstraat 401,,1,Actueel,,14,Inbusbout,-10.0,106.0,N,,POINT (121159.2 484932.7),N
6274,12881838,Rustenburgerstraat 399,,1,Actueel,,14,Inbusbout,-30.0,106.0,N,,POINT (121164.7 484933.7),N
6275,12881839,Rustenburgerstraat 397,,1,Actueel,,14,Inbusbout,-9.0,105.0,N,,POINT (121169.9 484934.7),N
6276,12881840,Rustenburgerstraat 395,,1,Actueel,,14,Inbusbout,-20.0,97.0,N,,POINT (121175.3 484935.6),N
6277,12881841,Cornelis Troostplein 14,,1,Actueel,,14,Inbusbout,181.0,48.0,ZO,,POINT (121178.9 484889.3),N
6278,12881842,Cornelis Troostplein 16,,1,Actueel,,14,Inbusbout,-590.0,72.0,ZO,,POINT (121172.9 484884.4),N
6279,12881843,Cornelis Troostplein 87,,1,Actueel,,14,Inbusbout,1.0,70.0,ZO,,POINT (121165.9 484878.8),N
6280,12881844,Cornelis Trooststraat 85,,1,Actueel,,14,Inbusbout,5.0,95.0,Z,,POINT (121159.8 484878.4),N
6281,12881845,Cornelis Trooststraat 83,,1,Actueel,,14,Inbusbout,28.0,80.0,Z,,POINT (121154.8 484877.8),N
6282,12881846,Cornelis Trooststraat 81,,1,Actueel,,14,Inbusbout,20.0,76.0,Z,,POINT (121149.3 484877.3),N
6283,12881847,Cornelis Trooststraat 79,,1,Actueel,,14,Inbusbout,25.0,82.0,Z,,POINT (121144.4 484876.9),N
6284,12881848,Pijnackerstraat 5,,1,Actueel,,14,Inbusbout,-706.0,113.0,NW,,POINT (121152.2 484835.5),N
6285,12881849,Pijnackerstraat 5,,1,Actueel,,14,Inbusbout,-490.0,92.0,NW,,POINT (121171.9 484851.9),N
6286,12881850,Van Hilligaertstraat 33,,1,Actueel,,14,Inbusbout,2385.0,56.0,Z,,POINT (121177.3 484754.8),N
6287,12881851,Van Hilligaertstraat 33,,1,Actueel,,14,Inbusbout,29.0,30.0,Z,,POINT (121154.3 484756.9),N
6288,12881852,Lutmastraat 11,1.30 naar binnen,1,Actueel,,14,Inbusbout,-668.0,83.0,Z,,POINT (121299.2 484866.0),N
6289,12881853,Lutmastraat  7,1.19 naar binnen,1,Actueel,,14,Inbusbout,-695.0,58.0,Z,,POINT (121283.6 484867.5),N
6290,12881854,Lutmastraat  3,1.18 naar binnen,1,Actueel,,14,Inbusbout,-715.0,64.0,Z,,POINT (121268.1 484868.5),N
6291,12881855,Lutmastraat 2-4,,1,Actueel,,14,Inbusbout,-1195.0,67.0,N,,POINT (121266.7 484846.9),N
6292,12881856,Lutmastraat  6,,1,Actueel,,14,Inbusbout,-466.0,21.0,N,,POINT (121279.3 484845.8),N
6293,12881857,Lutmastraat  10-12,,1,Actueel,,14,Inbusbout,834.0,18.0,N,,POINT (121292.3 484844.7),N
6294,12881858,Lizzy Ansinghstraat 21-41,,1,Actueel,,14,Inbusbout,325.0,74.0,Z,,POINT (121288.7 484773.7),N
6295,12881859,Lizzy Ansinghstraat 19,,1,Actueel,,14,Inbusbout,-770.0,73.0,Z,,POINT (121278.2 484770.4),N
6296,12881860,Lizzy Ansinghstraat 15,,1,Actueel,,14,Inbusbout,707.0,40.0,Z,,POINT (121259.4 484764.4),N
6297,12881861,Lizzy Ansinghstraat 8-30,,1,Actueel,,14,Inbusbout,-292.0,30.0,N,,POINT (121268.6 484751.8),N
6298,12881862,Lizzy Ansinghstraat 32-54,,1,Actueel,,14,Inbusbout,-288.0,40.0,N,,POINT (121285.6 484755.1),N
6299,12881865,Joh. M. Coenenstraat 8,,1,Actueel,,17,RVS-bout,166.0,14.0,ZO,AH46,POINT (120517.1 485066.3),J
6300,12881866,Reijnier Vinkeleskade 32,,1,Actueel,,17,RVS-bout,-31.0,34.0,Z,AH48,POINT (120535.2 484916.0),J
6301,12881867,Harmoniehof 32,,1,Actueel,,17,RVS-bout,13.0,20.0,NO,AH48,POINT (120501.4 484991.8),J
6302,12881868,Harmoniehof 38/39,,1,Actueel,,17,RVS-bout,0.0,46.0,N,AH48,POINT (120546.9 484953.1),J
6303,12881869,Gerard Terborgstraat 57,hoek Joh. M. Coenenstraat,1,Actueel,,17,RVS-bout,12.0,88.0,N,AH47,POINT (120558.7 485055.8),J
6304,12881870,Gerard Terborgstraat 55,,1,Actueel,,17,RVS-bout,30.0,86.0,NO,AH47,POINT (120563.3 485052.2),J
6305,12881871,Gerard Terborgstraat 51,in de Daniel de Langestraat,1,Actueel,,17,RVS-bout,60.0,71.0,O,AH47,POINT (120581.2 485021.2),J
6306,12881872,Harmoniehof 25,in de Daniel de Langestraat,1,Actueel,,17,RVS-bout,7.0,72.0,W,AH47,POINT (120571.3 484987.8),J
6307,12881873,Harmoniehof 28,,1,Actueel,,17,RVS-bout,-6.0,77.0,O,AH47,POINT (120547.5 484987.3),J
6308,12881874,Harmoniehof 31,,3,Vervallen,2015-03-19,17,RVS-bout,-35.0,86.0,ZW,AH47,POINT (120514.6 484999.6),J
6309,12881875,Harmoniehof 31,,1,Actueel,,17,RVS-bout,-200.0,90.0,ZW,AH47,POINT (120513.4 485000.9),J
6310,12881876,Harmoniehof 31,,3,Vervallen,2018-06-22,17,RVS-bout,70.0,98.0,ZW,AH47,POINT (120507.3 485009.6),J
6311,12881877,Harmoniehof 31A,,3,Vervallen,2015-03-19,17,RVS-bout,11.0,87.0,W,AH47,POINT (120505.5 485016.6),J
6312,12881878,Cornelis van der Lindenstraat 24,,1,Actueel,,17,RVS-bout,-8.0,39.0,O,AH53,POINT (120732.7 484867.7),J
6313,12881879,Reijnier Vinkeleskade 8,,1,Actueel,,17,RVS-bout,7.0,18.0,Z,AH53,POINT (120719.2 484860.9),J
6314,12881880,Reijnier Vinkeleskade 16,,1,Actueel,,17,RVS-bout,-80.0,100.0,Z,AH53,POINT (120669.8 484875.8),J
6315,12881881,Reijnier Vinkeleskade 21,,1,Actueel,,17,RVS-bout,90.0,94.0,Z,AH53,POINT (120624.5 484889.4),J
6316,12881882,Reijnier Vinkeleskade 28,,1,Actueel,,17,RVS-bout,7.0,40.0,Z,AH53,POINT (120575.5 484904.0),J
6317,12881883,Daniel de Langestraat 11,,1,Actueel,,17,RVS-bout,0.0,35.0,W,AH53,POINT (120571.5 484935.1),J
6318,12881884,Harmoniehof 44,,1,Actueel,,17,RVS-bout,45.0,42.0,N,AH53,POINT (120604.4 484936.0),J
6319,12881885,Harmoniehof 52,,1,Actueel,,17,RVS-bout,9.0,64.0,N,AH53,POINT (120665.2 484917.9),J
6320,12881886,Harmoniehof 61,,1,Actueel,,17,RVS-bout,8.0,31.0,N,AH53,POINT (120729.5 484898.6),J
6321,12881887,Cornelis van der Lindenstraat 12,,1,Actueel,,17,RVS-bout,-350.0,33.0,O,AH52,POINT (120744.3 484918.3),J
6322,12881888,Harmoniehof 64,,1,Actueel,,17,RVS-bout,170.0,31.0,W,AH52,POINT (120700.7 484925.1),J
6323,12881889,Harmoniehof 66,,1,Actueel,,17,RVS-bout,20.0,20.0,O,AH51,POINT (120625.1 484950.0),J
6324,12881890,Harmoniehof 69,,1,Actueel,,17,RVS-bout,-40.0,20.0,W,AH51,POINT (120583.3 484962.6),J
6325,12881891,Harmoniehof 3,,1,Actueel,,17,RVS-bout,-8.0,31.0,Z,AH50,POINT (120740.7 484935.1),J
6326,12881892,Harmoniehof 10,,1,Actueel,,17,RVS-bout,-3.0,103.0,Z,AH50,POINT (120692.1 484949.7),J
6327,12881893,Harmoniehof 13/14,,1,Actueel,,17,RVS-bout,0.0,103.0,Z,AH50,POINT (120661.4 484958.9),J
6328,12881894,Harmoniehof 20,,1,Actueel,,17,RVS-bout,-49.0,49.0,Z,AH50,POINT (120615.4 484972.6),J
6329,12881895,Daniel de Langestraat 9,,1,Actueel,,17,RVS-bout,8.0,34.0,W,AH50,POINT (120588.0 484990.8),J
6330,12881896,Gerard Terborgstraat 47,,1,Actueel,,17,RVS-bout,8.0,39.0,N,AH50,POINT (120608.2 485015.2),J
6331,12881897,Gerard Terborgstraat 31,,1,Actueel,,17,RVS-bout,-10.0,19.0,N,AH50,POINT (120657.5 485000.5),J
6332,12881898,Gerard Terborgstraat 21,,1,Actueel,,17,RVS-bout,115.0,20.0,N,AH50,POINT (120702.1 484987.3),J
6333,12881899,Gerard Terborgstraat 11,(niet bereikbaar 19-03-2015),2,Niet te meten,2018-07-13,17,RVS-bout,-55.0,38.0,N,AH50,POINT (120734.5 484977.6),J
6334,12881900,Cornelis van der Lindenstraat 2,,1,Actueel,,17,RVS-bout,9.0,26.0,O,AH50,POINT (120760.1 484959.3),J
6335,12881901,Roelof Hartstraat 4,,1,Actueel,,17,RVS-bout,-11.0,148.0,NO,AH49,POINT (120636.2 485086.7),J
6336,12881902,Roelof Hartstraat 14,,1,Actueel,,17,RVS-bout,25.0,100.0,NO,AH49,POINT (120670.1 485066.3),J
6337,12881903,Roelof Hartstraat 26,,3,Vervallen,2015-03-19,17,RVS-bout,8.0,105.0,NO,AH49,POINT (120700.4 485054.3),J
6338,12881904,Roelof Hartstraat 38,,1,Actueel,,17,RVS-bout,-6.0,105.0,NO,AH49,POINT (120728.0 485046.4),J
6339,12881905,Roelof Hartstraat 60,,1,Actueel,,17,RVS-bout,-70.0,62.0,N,AH49,POINT (120778.8 485037.8),J
6340,12881906,Roelof Hartstraat 80,,1,Actueel,,17,RVS-bout,-16.0,87.0,N,AH49,POINT (120820.3 485033.9),J
6341,12881907,Hobbemakade 92,,1,Actueel,,17,RVS-bout,-5.0,21.0,Z,AH49,POINT (120836.4 484985.9),J
6342,12881908,Gerard Terborgstraat 8,,1,Actueel,,17,RVS-bout,22.0,28.0,Z,AH49,POINT (120798.3 484974.6),J
6343,12881909,Gerard Terborgstraat 26,,1,Actueel,,17,RVS-bout,-70.0,16.0,Z,AH49,POINT (120731.4 484994.5),J
6344,12881910,Gerard Terborgstraat 32/34,,1,Actueel,,17,RVS-bout,0.0,20.0,Z,AH49,POINT (120690.3 485006.8),J
6345,12881911,Gerard Terborgstraat 42,,1,Actueel,,17,RVS-bout,10.0,84.0,Z,AH49,POINT (120638.9 485023.0),J
6346,12881912,Hobbemakade 116,,1,Actueel,,17,RVS-bout,15.0,24.0,ZO,AH54,POINT (120799.0 484804.3),J
6347,12881913,Reijnier Vinkeleskade 2,,1,Actueel,,17,RVS-bout,95.0,123.0,ZO,AH54,POINT (120752.9 484813.0),J
6348,12881914,Cornelis van der Lindenstraat 33,,1,Actueel,,17,RVS-bout,-15.0,24.0,W,AH54,POINT (120747.2 484858.1),J
6349,12881915,Cornelis van der Lindenstraat 23,,1,Actueel,,17,RVS-bout,23.0,45.0,W,AH54,POINT (120755.1 484888.8),J
6350,12881916,Cornelis van der Lindenstraat 9,,1,Actueel,,17,RVS-bout,-20.0,26.0,W,AH54,POINT (120767.2 484929.6),J
6351,12881917,Gerard Terborgstraat 1,,1,Actueel,,17,RVS-bout,13.0,31.0,N,AH54,POINT (120783.4 484963.8),J
6352,12881918,Hobbemakade 95,,3,Vervallen,2018-06-22,17,RVS-bout,90.0,38.0,N,AH54,POINT (120810.9 484952.0),J
6353,12881919,Hobbemakade 105,,1,Actueel,,17,RVS-bout,58.0,97.0,O,AH54,POINT (120810.0 484877.7),J
6354,12881925,Gerard Doustraat 58/60,,1,Actueel,,14,Inbusbout,,,,AK22,POINT (121183.5 485400.0),J
6355,12881926,Gerard Doustraat 62/64,,1,Actueel,,14,Inbusbout,,,,AK22,POINT (121194.3 485403.4),J
6356,12881927,Gerard Doustraat 68/70,,1,Actueel,,14,Inbusbout,,,,AK22,POINT (121209.8 485408.3),J
6357,12881928,Gerard Doustraat 70/72,,1,Actueel,,14,Inbusbout,,,,AK22,POINT (121214.5 485409.8),J
6358,12881929,Gerard Doustraat 74/76,,1,Actueel,,14,Inbusbout,,,,AK22,POINT (121225.5 485413.3),J
6359,12881930,Gerard Doustraat 78/80,,1,Actueel,,14,Inbusbout,,,,AK22,POINT (121237.9 485417.2),J
6360,12881931,Gerard Doustraat 86/88,,3,Vervallen,2015-11-05,14,Inbusbout,0.0,0.0,N,AK22,POINT (121261.7 485424.7),J
6361,12881932,Gerard Doustraat 96/98,,1,Actueel,,14,Inbusbout,,,,AK22,POINT (121292.2 485434.3),J
6362,12881933,Gerard Doustraat 14/12,,1,Actueel,,14,Inbusbout,,,,AK22,POINT (121312.4 485440.6),J
6363,12881934,1e v/d Helststraat 54C/14,,1,Actueel,,14,Inbusbout,,,,AK22,POINT (121322.6 485431.1),J
6364,12881935,1e v/d Helststraat 54C,,1,Actueel,,14,Inbusbout,,,,AK22,POINT (121326.8 485418.6),J
6365,12881936,Albert Cuypstraat 131/133,,1,Actueel,,14,Inbusbout,,,,AK22,POINT (121290.6 485398.4),J
6366,12881937,Albert Cuypstraat 129/131,,1,Actueel,,14,Inbusbout,,,,AK22,POINT (121284.8 485396.7),J
6367,12881939,Albert Cuypstraat 74,,3,Vervallen,2015-05-28,14,Inbusbout,0.0,0.0,,AK23,POINT (121163.7 485340.1),J
6368,12881940,Albert CUypstraat 90/92,,3,Vervallen,2015-05-29,14,Inbusbout,0.0,0.0,,AK23,POINT (121213.5 485354.9),J
6369,12881941,Albert Cuypstraat 94/96,,2,Niet te meten,2009-01-27,14,Inbusbout,0.0,0.0,,AK23,POINT (121224.4 485358.1),J
6370,12881942,Albert Cuypstraat 100/102,,1,Actueel,,14,Inbusbout,0.0,0.0,,AK23,POINT (121240.3 485362.8),J
6371,12881943,Albert Cuypstraat 122A/122B,,1,Actueel,,14,Inbusbout,,,,AK23,POINT (121295.6 485379.3),J
6372,12881944,Albert Cuypstraat 124/126,,1,Actueel,,14,Inbusbout,,,,AK23,POINT (121306.4 485382.5),J
6373,12881945,Albert Cuypstraat 128/130,,1,Actueel,,14,Inbusbout,,,,AK23,POINT (121316.6 485385.4),J
6374,12881946,Eerste van der Helststraat 58/60,,1,Actueel,,14,Inbusbout,0.0,0.0,,AK23,POINT (121338.9 485379.2),J
6375,12881947,Gerard Doustraat 146/148,,1,Actueel,,14,Inbusbout,,,,AK30,POINT (121402.8 485470.8),J
6376,12881948,Gerard Doustraat 142/144,,1,Actueel,,14,Inbusbout,,,,AK30,POINT (121394.9 485468.1),J
6377,12881949,Gerard Doustraat 134/136,,1,Actueel,,14,Inbusbout,,,,AK30,POINT (121379.0 485462.7),J
6378,12881950,Gerard Doustraat 132/134,,1,Actueel,,14,Inbusbout,,,,AK30,POINT (121374.8 485461.3),J
6379,12881951,Gerard Doustraat 130/132,,1,Actueel,,14,Inbusbout,,,,AK30,POINT (121371.4 485460.2),J
6380,12881952,Gerard Doustraat 128/130,,1,Actueel,,14,Inbusbout,,,,AK30,POINT (121366.9 485458.6),J
6381,12881953,Albert Cuypstraat 175/177,,1,Actueel,,14,Inbusbout,,,,AK30,POINT (121417.8 485437.2),J
6382,12881954,Albert Cuypstraat 177/179A,,1,Actueel,,14,Inbusbout,,,,AK30,POINT (121425.6 485439.7),J
6383,12881955,1e v/d Helststraat 37/39,,1,Actueel,,14,Inbusbout,,,,AK31,POINT (121351.3 485390.6),J
6384,12881956,Albert Cuypstraat 130,,1,Actueel,,14,Inbusbout,,,,AK31,POINT (121360.2 485398.9),J
6385,12881957,Albert Cuypstraat 134/136,,3,Vervallen,2009-01-27,14,Inbusbout,0.0,0.0,,AK31,POINT (121371.7 485402.1),J
6386,12881958,Albert Cuypstraat 138/140,,1,Actueel,,14,Inbusbout,,,,AK31,POINT (121381.5 485405.0),J
6387,12881959,Gerard Doustraat 103,,1,Actueel,,17,RVS-bout,5.0,6.0,Z,AK29,POINT (121364.2 485472.0),J
6388,12881960,Gerard Doustraat 81,,1,Actueel,,17,RVS-bout,11.0,13.0,Z,AK21,POINT (121248.9 485434.6),J
6389,12881961,Gerard Doustraat 87,,1,Actueel,,17,RVS-bout,5.0,24.0,Z,AK21,POINT (121260.3 485438.3),J
6390,12881962,Gerard Doustraat 89,,1,Actueel,,17,RVS-bout,-6.0,22.0,Z,AK21,POINT (121266.9 485440.4),J
6391,12881963,Gerard Doustraat 82,,1,Actueel,,17,RVS-bout,-6.0,22.0,N,AK22,POINT (121244.2 485419.2),J
6392,12881964,Gerard Doustraat 90,,1,Actueel,,17,RVS-bout,35.0,26.0,N,AK22,POINT (121271.9 485427.8),J
6393,12881965,,Daniel Stalpertstraat 90,1,Actueel,,17,RVS-bout,-9.0,30.0,N,AK21,POINT (121233.0 485467.3),J
6394,12881966,Saenredamstraat 11/13,,3,Vervallen,2014-04-21,17,RVS-bout,0.0,0.0,Z,AK08,POINT (120965.1 485447.1),J
6395,12881967,Saenredamstraat 13/15,,3,Vervallen,2014-04-21,17,RVS-bout,0.0,0.0,Z,AK08,POINT (120970.0 485446.6),J
6396,12881968,Ruysdaelkade 107,,3,Vervallen,2012-11-29,17,RVS-bout,0.0,0.0,W,AK12,POINT (120931.1 485357.4),J
6397,12881969,Ruysdaelkade 113,,3,Vervallen,2012-11-29,17,RVS-bout,0.0,0.0,W,AK12,POINT (120931.6 485346.0),J
6398,12881970,Frans Halstraat 104/106,,1,Actueel,,17,RVS-bout,,,O,AK12,POINT (121012.7 485328.3),J
6399,12881971,Gerard Doustraat 32,,1,Actueel,,17,RVS-bout,,,N,AK13,POINT (121050.9 485361.5),J
6400,12881972,Frans Halstraat 83,hoek Gerard Doustraat,3,Vervallen,2012-12-19,17,RVS-bout,0.0,0.0,NW,AK13,POINT (121031.5 485363.3),J
6401,12881973,Gerard Doustraat 33,,3,Vervallen,2012-12-19,17,RVS-bout,0.0,0.0,Z,AK11,POINT (121053.5 485376.3),J
6402,12881974,Gerard Doustraat 13,,3,Vervallen,2012-12-19,17,RVS-bout,0.0,0.0,Z,AK11,POINT (121105.5 485388.0),J
6403,12881975,Eerste Jan van der Heijdenstraat 123,,1,Actueel,,17,RVS-bout,,,N,AK25,POINT (121237.0 485195.8),J
6404,12881976,Eerste Jan van der Heijdenstraat 125,,1,Actueel,,17,RVS-bout,,,N,AK25,POINT (121241.7 485196.8),J
6405,12881977,Stalpertstraat 61,,1,Actueel,,17,RVS-bout,,,Z,AK07,POINT (121121.9 485493.4),J
6406,12981329,Govert Flinckstraat 268,,1,Actueel,,17,RVS-bout,-6.0,41.0,N,AK32,POINT (121568.8 485424.3),J
6407,12981330,Govert Flinckstraat 286,(rechts van PTT-kast),1,Actueel,,17,RVS-bout,-8.0,52.0,N,AK32,POINT (121638.5 485456.9),J
6408,12981331,Sarphatipark 69,,1,Actueel,,17,RVS-bout,29.0,52.0,Z,AK32,POINT (121587.5 485375.1),J
6409,12981332,Sarphatipark 65,,1,Actueel,,17,RVS-bout,-15.0,80.0,Z,AK32,POINT (121582.6 485373.5),J
6410,12981333,Sarphatipark 47,,1,Actueel,,17,RVS-bout,-20.0,59.0,Z,AK32,POINT (121528.9 485354.4),J
6411,12981334,Sarphatipark 47,,1,Actueel,,17,RVS-bout,9.0,64.0,Z,AK32,POINT (121523.0 485352.3),J
6412,12981335,Sarphatipark 37,,1,Actueel,,17,RVS-bout,-60.0,107.0,Z,AK32,POINT (121499.0 485343.7),J
6413,12981336,2e Van der Helststraat 26,,1,Actueel,,17,RVS-bout,29.0,91.0,O,AL13,POINT (121450.1 485030.9),J
6414,12981337,Van Ostadestraat 165,,1,Actueel,,17,RVS-bout,-7.0,68.0,Z,AL18,POINT (121543.0 485107.6),J
6415,12981338,Tweede Van der Helststraat 1,,3,Vervallen,2017-08-28,17,RVS-bout,-7.0,42.0,O,AL18,POINT (121454.6 485125.1),J
6416,12981339,Sarphatipark 50,,1,Actueel,,17,RVS-bout,8.0,83.0,N,AL18,POINT (121482.2 485151.4),J
6417,12981340,Sarphatipark 60,,1,Actueel,,17,RVS-bout,20.0,56.0,N,AL18,POINT (121509.7 485160.1),J
6418,12981341,Sarphatipark 76,,1,Actueel,,17,RVS-bout,4.0,82.0,N,AL18,POINT (121553.7 485173.9),J
6419,12981342,Sarphatipark 110,,1,Actueel,,17,RVS-bout,-25.0,75.0,N,AL18,POINT (121648.2 485203.8),J
6420,12981343,Sarphatipark 110,,1,Actueel,,17,RVS-bout,16.0,77.0,N,AL18,POINT (121654.4 485205.8),J
6421,12981344,Sarphatipark 112,,1,Actueel,,17,RVS-bout,37.0,80.0,N,AL18,POINT (121660.5 485207.7),J
6422,12981345,Sarphatipark 120,,1,Actueel,,17,RVS-bout,6.0,111.0,N,AL18,POINT (121684.6 485215.3),J
6423,12981346,Sarphatiepark 124,,1,Actueel,,17,RVS-bout,-25.0,61.0,N,AL18,POINT (121690.8 485217.2),J
6424,12981347,Sarphatipark 140,,1,Actueel,,17,RVS-bout,-16.0,110.0,N,AL18,POINT (121739.1 485232.6),J
6425,12981348,Tweede Sweelinckstraat 6/8,,1,Actueel,,17,RVS-bout,9.0,10.0,O,AL18,POINT (121760.4 485215.9),J
6426,12981349,Tweede Sweelinckstraat 16,,1,Actueel,,17,RVS-bout,-17.0,126.0,O,AL18,POINT (121767.1 485194.9),J
6427,12981350,Tweede Sweelinckstraat 20/22,,1,Actueel,,17,RVS-bout,27.0,119.0,O,AL18,POINT (121772.0 485177.9),J
6428,12981351,Van Ostadestraat 243,,1,Actueel,,17,RVS-bout,-18.0,15.0,Z,AL18,POINT (121756.9 485167.1),J
6429,12981353,Van Ostadestraat 203,,1,Actueel,,17,RVS-bout,-32.0,61.0,Z,AL18,POINT (121659.3 485138.1),J
6430,12981354,Henrick de Keijserstraat 10,,1,Actueel,,17,RVS-bout,16.0,62.0,O,AL19,POINT (121617.2 485083.2),J
6431,12981355,Rustenburgerstraat 268,,1,Actueel,,17,RVS-bout,-11.0,97.0,Z,AL19,POINT (121570.0 485038.9),J
6432,12981356,Rustenburgerstraat 276,,1,Actueel,,17,RVS-bout,-16.0,91.0,Z,AL19,POINT (121551.8 485034.7),J
6433,12981357,Rustenburgerstraat 296,,1,Actueel,,17,RVS-bout,-32.0,86.0,Z,AL19,POINT (121501.2 485023.3),J
6434,12981358,Tweede Van der Helststraat 19,,1,Actueel,,17,RVS-bout,-9.0,91.0,O,AL19,POINT (121465.5 485022.5),J
6435,12981359,Tweede Van der Helststraat 7,,1,Actueel,,17,RVS-bout,12.0,54.0,W,AL19,POINT (121463.2 485059.6),J
6436,12981360,Van Ostadestraat 198,(onder GEB-kast),1,Actueel,,17,RVS-bout,48.0,44.0,N,AL19,POINT (121486.6 485077.4),J
6437,12981361,Van Ostadestraat 210,,1,Actueel,,17,RVS-bout,16.0,75.0,N,AL19,POINT (121519.0 485086.0),J
6438,12981362,Rustenburgerstraat 246,,1,Actueel,,17,RVS-bout,-11.0,75.0,Z,AL30,POINT (121667.7 485061.9),J
6439,12981363,Henrick de Keijserstraat 11,(rechts van ingang),1,Actueel,,17,RVS-bout,53.0,47.0,W,AL30,POINT (121634.9 485059.4),J
6440,12981364,Ceintuurbaan 372,(onder GEB-kast),2,Niet te meten,2017-09-05,17,RVS-bout,-17.0,92.0,NW,AL28,POINT (121806.0 485264.3),J
6441,12981365,Ceintuurbaan 390,,1,Actueel,,17,RVS-bout,10.0,23.0,NW,AL28,POINT (121863.1 485293.2),J
6442,12981366,Van Woustraat 104,in de Sint Willibrordusstraat,1,Actueel,,17,RVS-bout,36.0,13.0,Z,AL28,POINT (121889.4 485255.1),J
6443,12981367,Sint Willibrordusstraat 56,,1,Actueel,,17,RVS-bout,28.0,44.0,Z,AL28,POINT (121855.5 485243.0),J
6444,12981368,Sint Willibrordusstraat 71,,1,Actueel,,17,RVS-bout,28.0,45.0,N,AL29,POINT (121893.0 485244.0),J
6445,12981369,Sint Willibrordusstraat 67,,1,Actueel,,17,RVS-bout,26.0,55.0,N,AL29,POINT (121902.1 485247.4),J
6446,12881978,Ceintuurbaan 105,,1,Actueel,,17,RVS-bout,,,Z,AK26,POINT (121259.5 485130.5),J
6447,12881979,Ceintuurbaan 105,,3,Vervallen,2009-03-09,17,RVS-bout,0.0,0.0,Z,AK26,POINT (121254.5 485129.4),J
6448,12881980,Ceintuurbaan 101,,3,Vervallen,2009-02-16,17,RVS-bout,0.0,0.0,Z,AK26,POINT (121248.0 485128.0),J
6449,12881981,Ceintuurbaan 93,,3,Vervallen,2009-03-09,17,RVS-bout,0.0,0.0,Z,AK26,POINT (121226.4 485123.4),J
6450,12881982,Ceintuurbaan 117,,1,Actueel,,17,RVS-bout,,,Z,AK26,POINT (121288.3 485136.6),J
6451,12881983,,Daniel Stalpertstraat 83,1,Actueel,,17,RVS-bout,16.0,32.0,Z,AK20,POINT (121210.4 485484.8),J
6452,12881984,,Daniel Stalpertstraat 91,3,Vervallen,2014-06-16,17,RVS-bout,10.0,25.0,Z,AK20,POINT (121234.1 485482.5),J
6453,12881985,,Daniel Stalpertstraat 101,3,Vervallen,2015-11-05,17,RVS-bout,2.0,24.0,Z,AK20,POINT (121264.4 485479.5),J
6454,12881986,,Daniel Stalpertstraat 103,1,Actueel,,17,RVS-bout,-15.0,28.0,Z,AK20,POINT (121275.7 485478.4),J
6455,12881993,Ferdinand Bolstraat 23\25,,3,Vervallen,2013-02-26,17,RVS-bout,0.0,115.0,W,AK21,POINT (121170.9 485460.7),J
