,meetboutidentificatie,adres,locatie,status_id,status_omschrijving,vervaldatum,merk_id,merk_omschrijving,xmuurvlak,ymuurvlak,windrichting,bouwblok_code,geometrie,publiceerbaar
0,10281154,Geuzenstraat 27,,1,Actueel,,14,Inbusbout,,,,BC15,POINT (119411.7 487201.6),J
1,10281155,Geuzenstraat 15,,1,Actueel,,14,Inbusbout,,,,BC15,POINT (119413.7 487167.3),J
2,10281156,Korte Geuzenstraat 99,,1,Actueel,,14,Inbusbout,,,,BC17,POINT (119468.8 487149.7),J
3,10281157,Korte Geuzenstraat 98,,1,Actueel,,14,Inbusbout,,,,BC17,POINT (119436.2 487140.9),J
4,10281158,Korte Geuzenstraat 98-100,,1,Actueel,,14,Inbusbout,,,,BC17,POINT (119425.9 487123.4),J
5,10281159,Admiraal de Ruijterweg 26,,1,Actueel,,14,Inbusbout,,,,BC17,POINT (119434.0 487091.6),J
6,10281160,Bestevaerstraat 59,,1,Actueel,,14,Inbusbout,,,,BC07,POINT (119069.5 487542.0),J
7,10281161,Bestevaerstraat 27,,1,Actueel,,14,Inbusbout,,,,BC07,POINT (119090.9 487423.7),J
8,10281162,Bestevaerstraat 1,,1,Actueel,,14,Inbusbout,,,,BC07,POINT (119111.2 487311.0),J
9,10281163,Admiraal de Ruijterweg 98-100,,1,Actueel,,14,Inbusbout,,,,BC07,POINT (119059.4 487302.3),J
10,10281164,Admiraal de Ruijterweg 132,,1,Actueel,,14,Inbusbout,,,,BC07,POINT (119038.5 487416.9),J
11,10281165,Admiraal de Ruijterweg 160,,1,Actueel,,14,Inbusbout,,,,BC07,POINT (119017.2 487534.0),J
12,10281166,Maarten Harpertszoon Trompstaat 14,,1,Actueel,,14,Inbusbout,,,,BC08,POINT (119130.5 487287.9),J
13,10281167,Bestevaerstraat 18-16,(meterbaakje),1,Actueel,,14,Inbusbout,,,,BC08,POINT (119116.6 487363.0),J
14,10281168,Bestevaerstraat 38,,1,Actueel,,14,Inbusbout,,,,BC08,POINT (119100.5 487451.9),J
15,10281169,Bestevaerstraat 46-48,,1,Actueel,,14,Inbusbout,,,,BC08,POINT (119090.3 487508.8),J
16,10281170,Jan van Galenstraat 107G,,1,Actueel,,14,Inbusbout,,,,BC08,POINT (119084.4 487551.0),J
17,10281171,Jan van Galenstraat 107A,,1,Actueel,,14,Inbusbout,,,,BC08,POINT (119133.7 487560.1),J
18,10281172,Reinier Claeszenstraat 73,,1,Actueel,,14,Inbusbout,,,,BC08,POINT (119204.2 487558.1),J
19,10281173,Reinier Claeszenplein 20,,1,Actueel,,14,Inbusbout,,,,BC08,POINT (119209.3 487526.3),J
20,10281174,Reinier Claeszenplein 10,,1,Actueel,,14,Inbusbout,,,,BC08,POINT (119171.8 487519.6),J
21,10281175,Lumeystraat 45,,1,Actueel,,14,Inbusbout,,,,BC08,POINT (119156.2 487473.2),J
22,10281176,Lumeystraat 31,,1,Actueel,,14,Inbusbout,,,,BC08,POINT (119163.7 487415.6),J
23,10281177,Lumeystraat 13,,1,Actueel,,14,Inbusbout,,,,BC08,POINT (119174.3 487334.0),J
24,10281178,Maarten Harpertszoon Trompstraat 24,in de Lumeijstraat(verstoord dec.2001),1,Actueel,,14,Inbusbout,,,,BC08,POINT (119181.8 487273.6),J
25,10281179,Maarten Harpertszoon Trompstraat 26,,1,Actueel,,14,Inbusbout,,,,BC09,POINT (119198.2 487265.7),J
26,10281180,,Lumeijstraat 28,1,Actueel,,14,Inbusbout,0.0,0.0,,BC09,POINT (119184.3 487370.5),J
27,10281181,,Lumeijstraat 50,1,Actueel,,14,Inbusbout,0.0,0.0,,BC09,POINT (119172.7 487460.3),J
28,10281182,Lumeijstraat 62,gevel Reinier Claeszenplein (niet te meten),1,Actueel,,14,Inbusbout,0.0,0.0,,BC09,POINT (119168.8 487493.5),J
29,10281183,Reinier Claeszenstraat 61,,1,Actueel,,14,Inbusbout,,,,BC09,POINT (119223.8 487503.1),J
30,10281184,Reinier Claeszenstraat 47,,1,Actueel,,14,Inbusbout,,,,BC09,POINT (119230.7 487441.1),J
31,10281185,Reinier Claeszenstraat 25-27,,1,Actueel,,14,Inbusbout,,,,BC09,POINT (119239.7 487351.9),J
32,10281186,Maarten Harpertszoon Trompstraat 36,in de Reinier Claeszenstraat,1,Actueel,,14,Inbusbout,,,,BC09,POINT (119249.8 487251.4),J
33,10281187,Filips van Almondestraat 2,,1,Actueel,,14,Inbusbout,,,,BC19,POINT (119011.8 487053.2),J
34,10281188,Filips van Almondestraat 8/10,,1,Actueel,,14,Inbusbout,,,,BC19,POINT (118985.0 487049.4),J
35,10281189,Filips van Almondestraat 20,,1,Actueel,,14,Inbusbout,,,,BC19,POINT (118953.6 487044.8),J
36,10281190,Filips van Almondestraat 32,,1,Actueel,,14,Inbusbout,,,,BC19,POINT (118915.0 487039.2),J
37,10281191,Jan van Riebeekstraat 25,(niet te meten),1,Actueel,,14,Inbusbout,0.0,0.0,,BC19,POINT (118905.2 487096.0),J
38,10281192,Jan van Riebeekstraat 15/17,(niet te meten),1,Actueel,,14,Inbusbout,0.0,0.0,,BC19,POINT (118925.9 487098.9),J
39,10181015,Jan van Galenstraat 249,!meterbaak! (def.meting Sloten 3832),1,Actueel,,2,Kleine ronde bout,40.0,96.0,,BB42,POINT (118500.0 487377.0),J
40,10181016,Jan van Galenstraat 251,!meterbaak! (def.meting Sloten 3832),1,Actueel,,2,Kleine ronde bout,-36.0,9.0,,BB42,POINT (118496.0 487376.0),J
41,10181017,Mercatorstraat 85,(def.meting Sloten 3832),1,Actueel,,2,Kleine ronde bout,222.0,103.0,,BB41,POINT (118412.0 487338.0),J
42,10181018,Hoofdweg 368,(def.meting Sloten 3832),1,Actueel,,2,Kleine ronde bout,53.0,65.0,,BB41,POINT (118382.0 487266.0),J
43,10181019,Jan van Galenstraat 172,(def.meting Sloten 3832),1,Actueel,,2,Kleine ronde bout,-34.0,57.0,,BB40,POINT (118380.0 487371.0),J
44,10181020,Jan van Galenstraat 202/204,zijgevel (def.meting Sloten 3832),3,Vervallen,2009-07-13,2,Kleine ronde bout,42.0,93.0,,BB35,POINT (118235.0 487328.0),J
45,10181021,Griseldestraat 2,gevel Erasmusgracht (def.meting Sloten 3832),1,Actueel,,2,Kleine ronde bout,17.0,94.0,,BB09,POINT (118384.0 487727.0),J
46,10181022,Lanseloetstraat 1,gevel Erasmusgracht (def.meting Sloten 3832),1,Actueel,,2,Kleine ronde bout,45.0,49.0,,BB09,POINT (118424.0 487741.0),J
47,10181023,Lanseloetstraat 2,gevel Erasmusgracht (def.meting Sloten 3832),1,Actueel,,2,Kleine ronde bout,17.0,92.0,,BB11,POINT (118447.0 487747.0),J
48,10181024,Erasmusgracht 27,(def.meting Sloten 3832),1,Actueel,,2,Kleine ronde bout,61.0,78.0,,BB35,POINT (118168.0 487594.0),J
49,10181027,Hoofdweg 396/398,(midden in pilaar portiek)(def.meting Sloten 3832),1,Actueel,,2,Kleine ronde bout,0.0,143.0,W,BB40,POINT (118339.8 487401.8),J
50,10181028,Hoofdweg 388,hoek Jan van Galenstraat (def.meting Sloten 2068),3,Vervallen,2007-02-21,2,Kleine ronde bout,-492.0,46.0,ZW,BB40,POINT (118351.6 487371.0),J
51,10181029,Jan van Galenstraat 172,"(roestvrij stalen pen ""De Waal"")(def.meting Sloten 2068)",1,Actueel,,99,Onbekend,-62.0,100.0,Z,BB40,POINT (118380.5 487371.1),J
52,10181030,Jan van Galenstraat 172,"(roestvrij stalen pen ""De Waal"")(def.meting Sloten 2068)",1,Actueel,,99,Onbekend,-2.0,24.0,O,BB40,POINT (118374.3 487372.1),J
53,10181031,Hoofdweg 390,"(roestvrij stalen pen ""De Waal"")(def.meting Sloten 2068)",3,Vervallen,2007-02-21,99,Onbekend,-16.0,12.0,Z,BB40,POINT (118346.5 487381.1),J
54,10181033,Jan van Galenstraat 168,"(roestvrij stalen pen ""De Waal"")(def.meting Sloten 2068)",1,Actueel,,99,Onbekend,13.0,19.0,Z,BB40,POINT (118382.7 487365.9),J
55,10181034,Hoofdweg 388,hoek Jan van Galenstraat)(def.meting Sloten 2068),3,Vervallen,2007-02-21,2,Kleine ronde bout,-268.0,50.0,Z,BB40,POINT (118353.8 487371.0),J
56,10181037,Jan van Galenstraat 176,(def.meting Sloten 2068),3,Vervallen,2007-02-21,2,Kleine ronde bout,32.0,49.0,Z,BB40,POINT (118359.5 487370.8),J
57,10181038,Jan van Galenstraat 176,(def.meting Sloten 2068),3,Vervallen,2007-02-21,2,Kleine ronde bout,-35.0,52.0,Z,BB40,POINT (118364.1 487370.8),J
58,10181039,Jan van Galenstraat 174/176,(def.meting Sloten 2068),1,Actueel,,2,Kleine ronde bout,23.0,18.0,W,BB40,POINT (118366.6 487370.8),J
59,10181040,Jan van Galenstraat 174,(def.meting Sloten 2068),1,Actueel,,2,Kleine ronde bout,34.0,50.0,Z,BB40,POINT (118369.3 487370.7),J
60,10181041,Jan van Galenstraat 172,(def.meting Sloten 2068),1,Actueel,,2,Kleine ronde bout,-34.0,61.0,Z,BB40,POINT (118373.9 487370.7),J
61,10181043,Jan van Galenstraat 172,(def.meting Sloten 2068),1,Actueel,,2,Kleine ronde bout,42.0,34.0,W,BB40,POINT (118378.1 487372.7),J
62,10181045,Hoofweg 392/394,(midden in pilaar portiek)(def.meting Sloten 2068),1,Actueel,,2,Kleine ronde bout,0.0,141.0,W,BB40,POINT (118343.5 487390.4),J
63,10181046,Hoofweg 392,(def.meting Sloten 2068),1,Actueel,,2,Kleine ronde bout,24.0,24.0,W,BB40,POINT (118344.2 487388.1),J
64,10181048,Hoofweg 390,(in rond hardstenen kozijn)(def.meting Sloten 2068),3,Vervallen,2007-02-21,2,Kleine ronde bout,0.0,47.0,W,BB40,POINT (118346.3 487381.2),J
65,10181049,Hoofweg 388/390,(in rond hardstenen raamkozijn)(def.meting Sloten 2068),3,Vervallen,2007-02-21,2,Kleine ronde bout,0.0,20.0,NW,BB40,POINT (118347.0 487379.0),J
66,10181050,Hoofweg 388,(def.meting Sloten 2068),3,Vervallen,2007-02-21,2,Kleine ronde bout,15.0,54.0,W,BB40,POINT (118347.8 487376.6),J
67,10181051,Hoofweg 388,(def.meting Sloten 2068),3,Vervallen,2007-02-21,2,Kleine ronde bout,34.0,57.0,W,BB40,POINT (118348.8 487373.5),J
68,10181053,Jan van Galenstraat 178,"(roestvrij stalen pen ""De Waal"")(def.meting Sloten 2068)",3,Vervallen,2007-02-21,99,Onbekend,-12.0,12.0,Z,BB40,POINT (118359.2 487372.4),J
69,10181054,Jan Evertsenstraat 143,hoek Orteliusstraat (def.meting Sloten 3832),1,Actueel,,14,Inbusbout,-130.0,41.0,,BE02,POINT (118382.8 487011.6),J
70,10181055,Jan Evertsenstraat 141,(x = vanaf deurpost)(def.meting Sloten 3832),1,Actueel,,14,Inbusbout,-34.0,85.0,,BE02,POINT (118397.7 487016.1),J
71,10181056,Jan Evertsenstraat 139,(def.meting Sloten 3832),1,Actueel,,14,Inbusbout,30.0,100.0,,BE02,POINT (118401.7 487018.6),J
72,10181057,Jan Evertsenstraat 137A,(def.meting Sloten 3832),1,Actueel,,14,Inbusbout,-13.0,99.0,,BE02,POINT (118405.0 487020.3),J
73,10181058,Jan Evertsenstraat 146,(x = uit deurpost)(def.meting Sloten 3832),1,Actueel,,14,Inbusbout,-428.0,92.0,,BB38,POINT (118392.0 487045.3),J
74,10181059,Jan Evertsenstraat 144 / Hoofdweg 311,(def.meting Sloten 3832),1,Actueel,,14,Inbusbout,-27.0,4.0,,BB38,POINT (118411.4 487048.7),J
75,10181060,Jan van Galenstraat 305,(x = uit raamkozijn)(def.meting Sloten 3832),1,Actueel,,14,Inbusbout,9.0,14.0,,BB37,POINT (118256.9 487310.5),J
76,10181061,Orteliusstraat 283,(x = uit deurkozijn)(def.meting Sloten 3832),1,Actueel,,14,Inbusbout,15.0,12.0,,BB37,POINT (118272.9 487298.7),J
77,10181062,Jan van Galenstraat 301 hoek Orteliusstraat 284,(def.meting Sloten 3832),3,Vervallen,1998-11-01,14,Inbusbout,-17.0,84.0,,BB38,POINT (118289.3 487319.4),J
78,10181063,Jan van Galenstraat 295/297,(def.meting Sloten 3832),3,Vervallen,1998-11-01,14,Inbusbout,20.0,68.0,,BB38,POINT (118310.0 487325.0),J
79,10181064,Orteliusstraat 248,(x = uit deurpost)(def.meting Sloten 3832),1,Actueel,,14,Inbusbout,-17.0,14.0,,BB38,POINT (118319.9 487213.8),J
80,10181065,Orteliusstraat 226,(x = uit deurpost)(def.meting Sloten 3832),1,Actueel,,14,Inbusbout,19.0,12.0,,BB38,POINT (118340.5 487146.3),J
81,10181066,Hoofdweg 321,(x = uit raamkozijn)(def.meting Sloten 3832),1,Actueel,,14,Inbusbout,-24.0,78.0,,BB38,POINT (118404.3 487079.1),J
82,10181067,Hoofdweg 319,(def.meting Sloten 3832),1,Actueel,,14,Inbusbout,-6.0,4.0,,BB38,POINT (118407.9 487076.4),J
83,10181068,Jan van galenstraat 267,(!meterbaak!)(x = uit deurpost ; def.meting Sloten 3832),1,Actueel,,14,Inbusbout,-295.0,71.0,,BB42,POINT (118450.4 487363.5),J
84,10181069,Jan van galenstraat 261/263,(x = uit deurpost 261)(def.meting Sloten 3832),1,Actueel,,2,Kleine ronde bout,311.0,62.0,N,BB42,POINT (118464.4 487367.3),J
85,10181070,Jan van Galenstraat 231,(x = uit deurpost 229)(def.meting Sloten 3832),1,Actueel,,14,Inbusbout,59.0,51.0,,BB42,POINT (118556.2 487392.0),J
86,10181071,Vespuccistraat 117,in de Jan van Galenstraat,1,Actueel,,14,Inbusbout,-8.0,3.0,,BB42,POINT (118564.7 487394.5),J
87,10181072,Mercatorplein 26,(x = vanaf deurpost)(def.meting Sloten 3832),1,Actueel,,14,Inbusbout,4.0,30.0,,BE11,POINT (118515.9 487026.0),J
88,10181073,Mercatorplein 28,(x = vanaf deurpost)(def.meting Sloten 3832),1,Actueel,,14,Inbusbout,-7.0,24.0,,BE11,POINT (118514.1 487032.3),J
89,10181074,Bartholomeus Diazstraat 62,(def.meting Sloten 3832),3,Vervallen,1998-11-01,14,Inbusbout,23.0,47.0,,BE13,POINT (118575.2 487023.3),J
90,10181075,Mercatorstraat 4,(def.meting Sloten 3832),3,Vervallen,1996-03-01,14,Inbusbout,-5.0,55.0,W,BB46,POINT (118496.7 487096.5),J
91,10181076,Mercatorstraat 12,(x in ronding vanaf tp)(def.meting Sloten 3832),1,Actueel,,14,Inbusbout,-40.0,54.0,,BB46,POINT (118489.6 487123.0),J
92,10181077,Mercatorstraat 26,(x uit t.p.)(def.meting Sloten 3832),1,Actueel,,14,Inbusbout,56.0,54.0,W,BB43,POINT (118472.0 487188.1),J
93,10181078,Mercatorstraat 40,(x = uit t.p.)(def.meting Sloten 3832),3,Vervallen,2000-01-01,14,Inbusbout,-64.0,44.0,W,BB43,POINT (118460.8 487228.8),J
94,10181079,Mercatorstraat 58,(x = uit deurpost)(def.meting Sloten 3832),3,Vervallen,2000-01-01,14,Inbusbout,370.0,46.0,W,BB43,POINT (118447.3 487279.6),J
95,10181080,Shackletonstraat 15,(x = uit deurpost)(def.meting Sloten 3832),1,Actueel,,14,Inbusbout,64.0,49.0,,BB43,POINT (118459.0 487308.6),J
96,10181081,Torresstraat 43,(x = uit portiek)(def.meting Sloten 3832),1,Actueel,,14,Inbusbout,114.0,40.0,,BB43,POINT (118486.1 487288.8),J
97,10181082,Torresstraat 25,x uit portiek(def.meting Sloten 3832),1,Actueel,,14,Inbusbout,-132.0,151.0,,BB43,POINT (118499.5 487238.9),J
98,10181083,Torresstraat 11,(x = uit portiek ;def.meting Sloten 3832),1,Actueel,,14,Inbusbout,440.0,62.0,,BB43,POINT (118510.5 487198.7),J
99,10181084,Torresstraat 1,(x = uit portiek ;def.meting Sloten 3832),3,Vervallen,2000-01-01,14,Inbusbout,-470.0,49.0,,BB43,POINT (118519.3 487165.2),J
100,10181085,Jan Maijenstraat 20,(x = uit portiek ;def.meting Sloten 3832),3,Vervallen,2000-01-01,14,Inbusbout,104.0,58.0,,BB43,POINT (118503.2 487148.7),J
101,10181086,Jan Evertsenstraat 128,(in pilaar ;def.meting Sloten 3832),3,Vervallen,1996-03-01,14,Inbusbout,16.0,52.0,,BB46,POINT (118550.7 487088.9),J
102,10181087,Jan Evertsenstraat 116,(in pilaar ;def.meting Sloten 3832),3,Vervallen,1996-03-01,14,Inbusbout,18.0,52.0,,BB46,POINT (118586.0 487098.5),J
103,10181088,Jan Maijenstraat 19,(def.meting Sloten 3832),1,Actueel,,14,Inbusbout,6.0,70.0,,BB46,POINT (118517.9 487132.1),J
104,10181089,Torresstraat 38,(x = uit portiek ;def.meting Sloten 3832),1,Actueel,,14,Inbusbout,-201.0,62.0,W,BB44,POINT (118499.9 487304.1),J
105,10181090,Shackletonstraat 11,(def.meting Sloten 3832),1,Actueel,,14,Inbusbout,241.0,55.0,N,BB44,POINT (118514.5 487323.6),J
106,10181091,James Cookstraat 37,(def.meting Sloten 3832),1,Actueel,,14,Inbusbout,189.0,45.0,,BB44,POINT (118538.5 487316.5),J
107,10181092,Shackletonstraat 16,xy uit natuurstenen kraag (def.meting Sloten 3832),1,Actueel,,14,Inbusbout,-293.0,16.0,,BB42,POINT (118539.7 487347.7),J
108,10181093,Shackletonstraat 12,!meterbaak! (def.meting Sloten 3832),1,Actueel,,14,Inbusbout,-29.0,34.0,,BB42,POINT (118556.0 487350.9),J
109,10181094,Shackletonstraat 6,!meterbaak! (def.meting Sloten 3832),1,Actueel,,14,Inbusbout,29.0,34.0,,BB42,POINT (118569.8 487354.6),J
110,10181095,James Cookstraat 54,in de Shackletonstraat (def.meting Sloten 3832),1,Actueel,,14,Inbusbout,-21.0,51.0,,BB45,POINT (118553.2 487334.3),J
111,10181096,James Cookstraat 48,x uit deurpost (def.meting Sloten),1,Actueel,,14,Inbusbout,28.0,40.0,,BB45,POINT (118556.8 487315.8),J
112,10181097,Vespuccistraat 103,x uit portiek (def.meting Sloten),1,Actueel,,14,Inbusbout,-65.0,42.0,,BB45,POINT (118594.3 487330.0),J
113,10181098,Shackletonstraat 1, (def.meting Sloten),1,Actueel,,14,Inbusbout,30.0,41.0,,BB45,POINT (118588.7 487343.7),J
114,10181099,Vespuccistraat 109,x uit portiek  (def.meting Sloten3832),1,Actueel,,14,Inbusbout,50.0,4.0,,BB42,POINT (118582.4 487372.5),J
115,10181100,Vespuccistraat 134,(x = uit portiek)(def.meting Sloten 3832),1,Actueel,,14,Inbusbout,-119.0,37.0,,BB47,POINT (118599.4 487399.6),J
116,10181101,Pilaar voor Hudsonstraat 181,(def.meting Sloten 3832),1,Actueel,,99,Onbekend,-18.0,20.0,ZW,BE11,POINT (118554.47 487051.28),J
117,10181102,Jan van Galenstraat 269,x = vanaf deurpost nr 271)(def.meting Sloten 3832),1,Actueel,,99,Onbekend,-107.0,66.0,,BB42,POINT (118441.09 487361.23),J
118,10181103,James Cookstraat 9 (def meting Sloten 2832).,ipv 10181011 (verdwenen)  vanaf raamkozijn,1,Actueel,,14,Inbusbout,45.0,85.0,O,BB44,POINT (118558.83 487236.5),J
119,10181104,Hoofdweg 388 hoek Jan van Galenstraat,(def.meting Sloten 2068)(EERDERE NRS 10180012 10181052),3,Vervallen,2007-02-21,1,Ronde bout,-16.0,48.0,Z,BB40,POINT (118356.2 487371.7),J
120,10181105,Hoofdweg 394 (def.meting Sloten 2068),(10180013  10181042 moeilijk te meten hek boven geplaatst),1,Actueel,,1,Ronde bout,-390.0,17.0,W,BB40,POINT (118341.6 487396.1),J
121,10181106,Jan van Galenstraat 170,(10180014  10181044 def.meting Sloten 2068),1,Actueel,,1,Ronde bout,23.0,23.0,W,BB40,POINT (118381.1 487371.0),J
122,10181107,Jan van Galenstraat 263,(x uit deurpost),1,Actueel,,2,Kleine ronde bout,-303.0,62.0,N,BB42,POINT (118460.9 487367.1),J
123,10181108,Jan van Galenstraat 263,(x uit deurpost),1,Actueel,,2,Kleine ronde bout,-313.0,62.0,N,BB42,POINT (118462.2 487367.5),J
124,10181109,Jan van Galenstraat 253,(x uit deurpost),1,Actueel,,2,Kleine ronde bout,319.0,62.0,N,BB42,POINT (118486.7 487374.3),J
125,10181110,,Bos en Lommerplantsoen 1 t/m 113P,3,Vervallen,2014-05-19,16,Koperen bout,0.0,0.0,O,BK01,POINT (118026.2 487670.1),J
126,10181111,,Bos en Lommerplantsoen 1 t/m 113P,3,Vervallen,2014-05-19,16,Koperen bout,0.0,0.0,O,BK01,POINT (118051.7 487728.1),J
127,10181112,Bos en Lommerplantsoen 1 t/m 113P,(pakje SL 1877A),3,Vervallen,2014-05-19,16,Koperen bout,0.0,0.0,O,BK01,POINT (118053.3 487734.2),J
128,10181113,,Bos en Lommerplantsoen 1 t/m 113P,3,Vervallen,2014-05-19,16,Koperen bout,0.0,0.0,O,BK01,POINT (118031.5 487736.2),J
129,10181114,,Bos en Lommerplantsoen 1 t/m 113P,3,Vervallen,2014-05-19,16,Koperen bout,0.0,0.0,O,BK01,POINT (118033.9 487731.8),J
130,10181139,Hoofdweg 454/456,Fugro de Waal,1,Actueel,,99,Onbekend,,,,BB39,POINT (118268.3 487623.8),J
131,10181140,Mercatorstraat 171,Fugro de Waal,1,Actueel,,99,Onbekend,,,,BB39,POINT (118306.4 487636.9),J
132,10181141,Mercatorstraat 167,Fugro de Waal,1,Actueel,,99,Onbekend,,,,BB39,POINT (118310.9 487624.3),J
133,10181142,Mercatorstraat 161/163,Fugro de Waal,1,Actueel,,99,Onbekend,,,,BB39,POINT (118317.2 487608.1),J
134,10181143,Mercatorstraat 159/161,Fugro de Waal,1,Actueel,,99,Onbekend,,,,BB39,POINT (118319.3 487602.4),J
135,10181144,Mercatorstraat 139,Fugro de Waal,1,Actueel,,99,Onbekend,,,,BB39,POINT (118342.4 487539.8),J
136,10181145,Mercatorstraat 135/137,Fugro de Waal,1,Actueel,,99,Onbekend,,,,BB39,POINT (118344.9 487533.6),J
137,10181146,Mercatorstraat 129/131,Fugro de Waal,1,Actueel,,99,Onbekend,,,,BB39,POINT (118351.3 487516.4),J
138,10181147,Hondiusstraat 2,,1,Actueel,,99,Onbekend,-505.0,15.0,Z,BB39,POINT (118349.4 487508.9),J
139,10181148,Hondiusstraat 2/4,Fugro de Waal,1,Actueel,,99,Onbekend,144.0,14.0,Z,BB39,POINT (118342.0 487506.3),J
140,10181149,Hondiusstraat 8/10,Fugro de Waal,1,Actueel,,99,Onbekend,,,,BB39,POINT (118324.9 487500.8),J
141,10181150,Hoofdweg 446/448,Fugro de Waal,1,Actueel,,99,Onbekend,,,,BB39,POINT (118278.4 487593.1),J
142,10181151,Hoofdweg 454/456,Fugro de Waal,1,Actueel,,99,Onbekend,,,,BB39,POINT (118268.7 487617.0),J
143,10181152,Mercatorstraat 119,Fugro de Waal,1,Actueel,,99,Onbekend,,,,BB40,POINT (118370.1 487462.3),J
144,10181153,Mercatorstraat 111,Fugro de Waal,1,Actueel,,99,Onbekend,,,,BB40,POINT (118376.6 487445.0),J
145,10181154,Mercatorstraat 101,Fugro de Waal,1,Actueel,,99,Onbekend,,,,BB40,POINT (118388.6 487411.1),J
146,10181158,Hoofdweg 390,,1,Actueel,,99,Onbekend,375.0,10.0,,BB40,POINT (118345.3 487384.6),J
147,10181162,Hoofdweg 404,Fugro de Waal,1,Actueel,,99,Onbekend,,,,BB40,POINT (118334.3 487418.8),J
148,10181163,Hoofdweg 406,Fugro de Waal,1,Actueel,,99,Onbekend,,,,BB40,POINT (118332.5 487424.5),J
149,10181164,Hoofdweg 410,Fugro de Waal,1,Actueel,,99,Onbekend,,,,BB40,POINT (118328.6 487437.3),J
150,10181165,Hoofdweg 412,Fugro de Waal,1,Actueel,,99,Onbekend,,,,BB40,POINT (118327.0 487441.7),J
151,10181166,Jan van Galenstraat 196,Fugro de Waal,1,Actueel,,99,Onbekend,,,,BB36,POINT (118289.5 487340.3),N
152,10181167,Orteliusstraat 286,Fugro de Waal,1,Actueel,,99,Onbekend,,,,BB36,POINT (118280.8 487337.9),J
153,10181168,Orteliusstraat 290/292,Fugro de Waal,1,Actueel,,99,Onbekend,,,,BB36,POINT (118273.7 487357.3),J
154,10181169,Orteliusstraat 293,Fugro de Waal,1,Actueel,,99,Onbekend,,,,BB35,POINT (118254.9 487349.9),J
155,10181170,Jan van Galenstraat 198,Fugro de Waal,1,Actueel,,99,Onbekend,,,,BB35,POINT (118258.0 487331.8),J
156,10181171,Jan van Galenstraat 202/204,Fugro de Waal,1,Actueel,,2,Kleine ronde bout,42.0,93.0,W,BB35,POINT (118234.5 487328.6),J
157,10181227,Erasmusgracht 7,Fugro de Waal,1,Actueel,,99,Onbekend,,,,BB39,POINT (118289.3 487631.4),J
158,10181230,Orteliusstraat 355,(naast regenpijp),1,Actueel,,14,Inbusbout,-17.0,14.0,NO,BB35,POINT (118196.2 487531.6),J
159,10181231,Orteliusstraat 339,(naast regenpijp),1,Actueel,,14,Inbusbout,-13.0,9.0,NO,BB35,POINT (118211.1 487485.2),J
160,10181232,Hoofdweg 434/436,,1,Actueel,,14,Inbusbout,-48.0,15.0,W,BB39,POINT (118294.0 487544.0),J
161,10181233,Hoofdweg 424,in de Hondiusstraat,1,Actueel,,14,Inbusbout,35.0,98.0,Z,BB39,POINT (118310.1 487495.8),J
162,10181236,Orteliusstraat 370/372,,3,Vervallen,2015-08-07,14,Inbusbout,-32.0,18.0,W,BB36,POINT (118198.7 487590.6),J
163,10181237,Orteliusstraat 346/348,,1,Actueel,,14,Inbusbout,40.0,13.0,W,BB36,POINT (118221.3 487520.3),J
164,10181238,Orteliusstraat 318/320,,1,Actueel,,14,Inbusbout,25.0,10.0,W,BB36,POINT (118247.4 487439.0),J
165,10181239,Hoofdweg 411/413,,1,Actueel,,14,Inbusbout,50.0,20.0,O,BB36,POINT (118308.6 487385.4),J
166,10181240,Hoofdweg 431/433,,1,Actueel,,14,Inbusbout,30.0,15.0,O,BB36,POINT (118290.3 487442.2),J
167,10181241,Hoofdweg 459/461,,1,Actueel,,14,Inbusbout,30.0,16.0,O,BB36,POINT (118264.6 487522.2),J
168,10181242,Jan Evertsenstraat 152,,1,Actueel,,14,Inbusbout,,,Z,BB37,POINT (118344.6 487033.0),J
169,10181243,Jan Evertsenstraat 162,,1,Actueel,,14,Inbusbout,,,Z,BB37,POINT (118320.9 487026.6),J
170,10281000,Reinier Claeszenstraat 32,(def.meting Sloten 3832),1,Actueel,,2,Kleine ronde bout,-10.0,81.0,,BC11,POINT (119261.0 487304.0),J
171,10281001,Reinier Claeszenstraat 88,(x = vanaf rechtstand ;def.meting Sloten 3832),1,Actueel,,2,Kleine ronde bout,80.0,96.0,,BC11,POINT (119242.0 487475.0),J
172,10281002,Bloys van Treslongstraat 64,(def.meting Sloten 3832),1,Actueel,,2,Kleine ronde bout,-27.0,91.0,,BA68,POINT (119068.0 487649.0),J
173,10281003,Admiraal de Ruijterweg 131 (def.meting Sloten 3832),(x=va. portiek)(Opm. niet op maandag te meten ivm rolluifel,1,Actueel,,2,Kleine ronde bout,-46.0,114.0,,BC04,POINT (119016.0 487406.0),J
174,10281004,Admiraal de Ruijterweg 92,(def.meting Sloten 3832),1,Actueel,,2,Kleine ronde bout,-6.0,128.0,,BC10,POINT (119068.0 487255.0),J
175,10281005,Van Speijkstraat 146,(def.meting Sloten 3832),1,Actueel,,2,Kleine ronde bout,-122.0,96.0,,BC27,POINT (119105.0 487141.0),J
176,10281006,Van Speijkstraat 143,(def.meting Sloten 3832),1,Actueel,,2,Kleine ronde bout,13.0,85.0,,BC25,POINT (119093.0 487091.0),J
